	SRR6468503	SRR6468521	SRR6468522	SRR6468523	SRR6468525	SRR6468526	SRR6468527	SRR6468528	SRR6468534	SRR6468541	SRR6468542	SRR6468543	SRR6468544	SRR6468545	SRR6468546	SRR6468547	SRR6468548	SRR6468549	SRR6468550	SRR6468551	SRR6468552	SRR6468559	SRR6468560	SRR6468561	SRR6468563	SRR6468567	SRR6468568	SRR6468571	SRR6468572	SRR6468573	SRR6468574	SRR6468575	SRR6468577	SRR6468578	SRR6468579	SRR6468580	SRR6468581	SRR6468590	SRR6468591	SRR6468592	SRR6468595	SRR6468596	SRR6468597	SRR6468598	SRR6468599	SRR6468603	SRR6468604	SRR6468606	SRR6468607	SRR6468608	SRR6468609	SRR6468610	SRR6468612	SRR6468613	SRR6468614	SRR6468617	SRR6468618	SRR6468619	SRR6468620	SRR6468621	SRR6468622	SRR6468623	SRR6468626	SRR6468628	SRR6468629	SRR6468638	SRR6468639	SRR6468640	SRR6468641	SRR6468642	SRR6468643	SRR6468644	SRR6468645	SRR6468646	SRR6468647	SRR6468648	SRR6468649	SRR6468650	SRR6468653	SRR6468655	SRR6468656	SRR6468657	SRR6468660	SRR6468661	SRR6468665	SRR6468671	SRR6468672	SRR6468673	SRR6468674	SRR6468676	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468685	SRR6468686	SRR6468687	SRR6468689	SRR6468692	SRR6468694	SRR6468695	SRR6468700	SRR6468706	SRR6468709
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp001838165	111	1526	0	24	160	33	47	292	100	123	102	108	70	13	0	36	10	115	301	13	0	15	0	55	0	21	128	138	181	24	0	0	33	297	13	27	0	11	867	0	0	37	56	35	39	138	157	10	27	20	342	0	165	0	0	98	127	109	90	14	22	129	95	76	0	90	60	73	111	87	145	12	0	77	49	138	11	207	97	79	12	0	14	184	303	0	0	26	33	27	303	52	46	41	319	122	39	20	38	0	46	0	20	19
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp900541895	681	543	117	559	531	222	0	212	463	738	0	1135	0	0	0	740	99	625	383	0	0	182	0	0	234	124	310	525	210	0	0	49	500	0	0	0	0	0	1582	0	0	0	199	394	0	0	173	0	0	0	872	0	956	0	0	193	1830	195	261	0	0	549	183	0	35	876	0	533	220	0	172	104	0	0	282	400	0	222	349	605	100	0	95	464	722	0	0	0	107	129	211	0	83	311	1953	107	0	0	174	0	182	0	778	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp900554605	847	0	0	0	453	406	0	0	1028	1956	0	523	2989	0	0	537	0	815	314	0	0	0	0	0	0	946	896	676	247	576	0	0	0	0	0	337	178	0	1617	0	0	392	0	0	0	0	0	0	539	851	6967	0	3977	0	0	166	660	0	1424	974	1062	732	259	0	0	138	0	0	185	1754	585	228	0	0	420	682	0	0	1259	0	0	0	0	6303	14487	0	0	0	625	0	180	0	0	0	1625	0	0	0	79	0	356	0	420	689
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp900556405	274	24	58	36	164	18	22	141	53	41	11	307	35	360	36	74	0	29	224	12	0	35	0	0	0	0	23	16	10	0	0	11	122	36	27	0	0	0	467	0	0	12	0	26	10	14	0	36	0	10	259	50	76	0	26	60	706	109	11	48	0	648	59	0	0	15	0	16	14	19	26	216	33	46	90	44	0	65	49	38	0	0	0	159	93	0	0	0	13	62	41	0	0	25	842	63	88	20	49	0	13	42	283	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp902373435	23	39	0	19	46	18	0	0	74	57	13	33	44	13	0	27	11	44	19	0	0	10	0	0	11	0	56	93	11	0	0	0	23	57	0	12	0	0	214	0	0	0	12	11	11	14	16	0	11	33	82	0	46	0	0	0	64	0	43	19	11	31	0	0	0	68	0	28	22	54	41	14	0	13	43	61	0	0	37	29	10	0	13	82	117	0	0	16	10	19	13	0	11	13	84	0	17	0	0	0	0	0	12	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp902373545	383	18	0	529	91	104	0	72	1263	583	42	238	833	937	25	167	11	274	177	100	0	263	48	95	0	104	316	2546	0	369	21	0	629	150	34	175	83	0	130	0	0	1123	146	286	591	797	34	323	177	86	934	0	1023	103	37	46	75	0	4541	871	280	108	169	379	0	26	0	273	32	362	161	95	0	410	122	1507	121	0	856	522	446	80	0	438	2349	0	0	292	1192	1480	27	343	39	21	1554	81	83	11	16	59	306	66	46	1065
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_turicensis	0	0	0	0	15	0	14	0	17	0	0	24	39	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	34	265	0	0	665	0	0	0	0	0	0	35	0	0	0	28	0	0	0	0	0	10	0	55	2000	0	0	32	24	9414	0	0	113	1439	0	0	0	0	0	0	0	36	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__MGYG000003810	0	0	0	0	0	0	0	0	0	0	2984	0	0	0	0	10	0	0	0	0	0	33	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	76	0	14	0	0	51	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	14	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	62	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	495	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense_A	0	0	16	25	0	26	14	0	0	0	2010	11	10	0	0	0	71	0	0	0	0	713	0	0	0	0	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	44	0	0	29	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	181	0	0	0	0	40	0	189	60	43	0	0	0	0	0	0	0	0	58	14	0	0	28	0	14	25	82	0	0	0	0	10	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense_B	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	13	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_massiliense	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_timonense	0	0	0	0	0	0	0	0	0	0	110	0	198	0	0	0	0	0	0	0	0	20	0	0	0	0	34	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	10	0	0	0	0	34	0	0	0	0	0	0	0	5798	0	0	68	0	22	17	0	0	4690	236	0	0	0	0	0	0	0	0	0	48	0	0	0	50	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Winkia|s__Winkia_sp002849225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	11	16	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	41	0	0	46	0	61	94	106	0	0	233	1421	41	172	65	104	98	0	79	17	0	40	0	0	0	104	0	118	0	396	0	0	97	190	0	0	13	0	0	11	0	0	0	119	60	70	28	14	16	250	0	0	0	0	11	0	271	17	48	97	0	551	269	54	0	0	0	0	0	65	223	88	0	0	0	0	1438	0	15	186	435	10	0	0	370	0	0	0	0	0	323	191	76	0	57	100	271	0	249	60	0	13	11	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	223972	202	46	95128	326	243	209	67908	43	97897	2210	223696	389312	459	120	277417	160	1584	692822	23237	169085	312	14112	151	106	643	157	183	153	104010	147	159	24879	332816	56	140	156	169	239	135	143	70	54	73585	130492	54271	49279	55	189	411475	15445	193	141	81	2708	49048	47	65	94322	269	38	459	75	59	582	211	614	556176	36049	155	439	209334	258884	216557	40311	148719	93958	257735	144	236	99849	79821	28	122	216	158	94	214876	31	106768	210800	327014	80940	344	171	355732	39	66	186	272	149	142	153	30
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	1102	0	0	278	20	72	0	160	26	415	221	3118	2880	0	86	1429	108	16	2145	177	269	64	26	0	0	46	0	261	0	84	13	0	966	4803	0	0	0	0	0	0	0	0	0	81	231	498	297	26	0	3015	208	388	0	60	242	35684	2975	0	568	635	0	579	0	0	0	0	0	581	153	104	453	1425	1110	1715	135	514	262	2029	0	217	354	420	0	0	936	0	0	613	0	165	996	1561	224	0	94	1237	0	0	0	48	0	0	24	13
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	14	28	61	58	148983	12	0	0	0	0	7441	11	83	19	0	13	68	63	15	217	0	17	2441	4175	0	3413	0	1036	181	156386	0	0	4352	1441	58	0	0	0	0	202	0	23	0	0	10	19868	0	52	0	5049	9322	10	179	42	13547	90	39	54	916	42	0	27	0	46781	122	0	299	0	235	21	98	0	0	17	76866	0	0	11	115	17	46	0	0	117	163	0	1527	157025	484	0	399	0	0	109	34957	0	49	544	0	0	123	12	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	1615	78	57	121324	182850	432	59	56553	153	145	506	448	67910	41	779	1436	1435	299	217671	16458	72	217	127	80	58	1044	70	347	134	194591	32075	79	78281	187831	61	53	49	109	99	1995	59	48	13	383	166	536	25105	96	79	2094	424	199	99	70677	1063	229	665	62	1039	172	10	787	34	505	121	73	21	32	59	818	347	9626	479	47844	454	34892	12611	463	209	513	1401	166	0	242	2931	74	46	169	18	136014	323	131674	1923	112	376	56211	41	55	236	43689	134	266	298	11
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	2453	30	17	1744	2364	7527	18	2218	2130	248	18348	6310	14696	23	6685	1716	8160	42	3989	2028	2319	8140	1173	132	65	3243	32	100777	161	8750	66	15	6676	43824	29	18	15	26	30	257	20	1415	27	3944	6144	4685	501	1852	12	10499	290	878	64	301	3932	766	2060598	520	3927	2675	18	46660	1654	5613	49	532	286	92	910	5987	19633	7490	199	885	46	1298	1551	591	2099	18283	14900	52	189	75	38055	140	0	537	11	115	15530	6664	15647	35	8759	4354	53	30	13633	2661	72	138	61	481
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	12078	0	12	445	560	82	0	3620	48	701	293317	299413	6795	97	32	3224	72	214	7214	909	2173	65	46	0	0	33	0	68	10	960	106	0	146274	2343	0	0	0	0	213	19	0	0	0	413	3730	4599	448	10	0	3086	10916	3430	0	122	18456	2757	816	0	38236	21130	0	608	0	39	0	12	2540	1002	752	344	1435	48281	3249	1129	364	1555	944	11160	27	270	399	387	0	0	1938	103	0	1551	0	2091	3056	9079	1162	0	231	2558	0	0	10	442	0	10	1572	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	295	0	422	59	82	23	66	44	0	99	106	237	268	53	32	583	63	265	3456	40	149	24	12	89	13	12	244	18	74	97	2694	0	99	573	0	0	0	0	14154	13	0	0	0	50	222	177	47	0	0	12131	63	524	0	0	118	27	59	15	125	16	22	5402	0	0	0	128	209483	143	32	68	8604	171	599	82	15	118	99	7571	0	22	82	22	28	12	48	0	0	78	10	227	97	268	181	11	0	214	51	0	75	24492	0	41	0	114
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallicum	0	0	0	0	0	0	0	0	0	0	70	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	16	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	39	0	0	0	0	46	0	0	17	0	94	58	115	0	45	42	78	0	25	29	16958	76	0	0	0	10	0	55	0	22	13541	0	15	488	0	0	2940	1377	0	946	0	10	0	24	30	38	0	0	0	54	0	63	0	0	19	0	29	0	15	14	0	235	0	11	0	0	0	0	0	55	105	99	25	0	0	16	0	14	15	100	50	0	0	0	133	0	0	0	0	0	142	50	56	0	42	16	0	0	0	15	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_globosum	0	0	0	0	0	0	0	0	0	0	266719	311601	40705	0	0	0	0	0	278045	0	76767	0	0	0	0	0	0	0	0	0	0	0	0	299296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	0	0	3752	73901	0	0	0	0	60043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_infantis	38788	116	78	12495	494	73269	84	26479	22738	2954	240945	72927	174263	248	103283	23584	127920	743	37619	19911	20600	94113	12876	1937	137	49733	128	132419	544	84619	132	92	54120	577330	109	107	67	111	113	3427	77	15196	27	58388	58789	68294	4240	16514	158	146829	298	8434	166	122	37653	10932	53252	5244	38222	34534	28	586686	22124	62919	143	5227	3068	84	13837	79111	262411	100392	3389	11370	639	7015	11648	9862	21939	227792	186890	629	35	250	399012	759	64	8403	46	387	161007	67230	215034	103	99702	53631	290	54	1029	29707	186	192	51	7560
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_italicum	362	0	0	48	20	325	0	178	74	12	609	566	1007	0	639	203	931	0	284	98	29	538	48	0	0	453	0	575	0	389	22	0	302	2797	0	0	0	0	0	17	0	61	0	244	247	298	20	91	27	797	0	39	0	0	204	21	0	19	164	149	0	3069	110	186	0	39	52	0	133	803	1441	501	33	68	13	103	75	70	175	1938	732	0	0	0	1965	0	0	77	10	0	785	281	915	0	676	283	0	0	0	136	0	0	10	28
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	132375	37	19	530	78	137	38	405	73	522	2885	7349	3540	13	238	8666	415	93	3117	8905	1157	210	96	38	27	516	31	298	55	455	292	32	17339	1930	25	32	39	50	46	90	45	37	0	143	42266	229538	565	47	39	1928	77517	81740	33	24	128391	351	1401	21	387009	17230	34	1083	68	114	23	48	36	998	3296	756	618	4495	553	267	61	1039	187	1612	71	519	850	466	10	31	880	1121	29	1068	0	768	794	170601	769	80	857	14880	15	12	145	104	59	73	36011	26
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	591	0	0	54	0	481	0	192	58	218	130	432	615	0	263	111	364	0	590	70	4448	268	132	0	0	239	0	325	0	310	1601	0	171	1927	0	0	327	269	0	112	0	38	0	295	849	302	86	57	0	808	0	132	0	0	417	71	0	13	101	88	0	1506	60	36	0	0	11	149	50	239	88	538	23	346	15	15	0	498	78	642	534	65	0	0	1062	0	0	358	0	112	463	397	507	0	280	149	0	0	0	251	9399	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium	19972	10	0	5904	15	81	0	3500	15	5565	2064	17177	22190	22	203	16225	105	77	32468	1100	10567	32	710	0	0	35	10	93	15	15754	10	14	1719	18435	0	0	0	11	23	30	10	62	0	3677	13370	6135	2504	0	15	24427	1293	322	0	0	5141	2225	45	0	9626	180	0	1954	0	11	34	0	18	43803	2114	45	82	17199	10174	11163	2368	7245	5721	18547	11	63	4653	4010	0	0	35	53	0	11032	0	4626	8727	20432	5515	11	44	19132	0	0	12	16	18	11	253	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	1025	0	16	145	30	938	0	214	226	39	2775	1032	2419	0	894	398	1241	11	461	221	13105	1233	51	12	0	487	0	1093	37	1254	0	43	603	7881	0	0	0	0	0	27	0	172	0	775	1041	952	21	256	0	2008	0	27	44	13	2178	87	5492	78	247	459	0	7556	448	867	24	57	44	418	205	586	3426	881	112	176	16	106	198	80	216	968	686	22	0	40	5350	0	0	176	0	95	1839	309	3254	0	1503	633	20	15	112	450	45	0	0	94
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002742445	7586	0	0	1063	573	234	0	968	63	1245	7973	12585	4427	0	36	4139	24	15	8080	483	1987	101	56	0	0	0	0	306	10	155	35	0	6435	4771	0	0	0	0	0	0	0	0	0	884	1284	8729	63	54	0	586	2264	2722	0	213	147182	735	929	0	10927	2104	0	227	0	38	10	0	15	520	300	89	37	4130	2519	3532	562	2190	1345	4257	0	126	123	510	0	0	5613	43	0	1200	0	782	457	8708	982	0	27	4787	0	0	45	133	0	0	777	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002884815	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp900551485	270	0	17	111	0	23	0	50	17	70	65	62	61	29	38	67	45	20	19	0	24	20	0	0	0	15	17	32	0	63	34	0	19	198	10	0	0	0	0	0	0	19	26	20	42	50	13	0	55	34	0	60	27	0	23	12	0	0	78	17	0	117	67	10	0	0	0	16	16	52	75	71	11	33	13	49	221	78	18	61	60	14	21	10	56	0	0	15	0	16	34	39	52	0	72	70	0	35	0	0	0	0	31	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_thermophilum	46	0	0	17	0	0	0	55	0	0	264	54	351	0	0	125	17	0	59	0	49	0	0	0	0	0	0	0	0	0	0	0	15	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	133	0	0	26	0	0	21	0	0	0	0	0	14	0	22	48	13	212	24	29	11	122	22	0	11	10	50	0	0	0	0	0	105	0	40	0	11	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_E	0	0	12	0	18	0	0	0	20	24	12	32	0	10	22	0	13	0	0	0	0	0	0	0	0	0	0	0	0	34	0	40	13	11	0	0	0	0	0	0	0	0	47	10	12	0	18	14	19	0	60	0	0	0	81	24	0	0	0	0	0	0	0	0	0	0	0	0	10	0	186	0	31	0	10	10	0	38	0	0	11	0	0	0	35	0	0	11	18	0	12	0	0	0	23	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_G	171470	0	0	0	0	0	0	0	0	38513	0	0	170939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	160963	0	0	0	0	274	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	0	0	23	0	0	0	41	0	0	69	0	0	0	0	28	0	0	63	218	0	0	0	0	0	0	11	0	0	14	0	0	0	21	30	0	0	0	0	2281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	357	0	0	0	32	338	0	0	0	0	11	96	0	0	0	0	44	0	0	0	0	0	40	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	214	1075	20	0	36	26	0	24	0	25	0	18	31	220	0	0	16	65	173	0	12	10	0	0	195	118	136	24	357	184	119	16	88	45	0	0	18	510	268	0	0	33	0	0	0	0	0	0	0	34	129	0	275	0	35	0	273	161	32	0	0	253	12	0	106	33	0	0	42	0	0	336	112	121	10	0	10	88	88	43	0	43	0	408	164	0	13	0	26	0	0	0	210	112	18	23	0	0	158	56	0	237	0	37
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_senegalense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__MGYG000003791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__MGYG000003792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	13	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
