	ERR2855786	ERR2855787	ERR2855788	ERR2855789	ERR2855790	ERR2855791	ERR2855792	ERR2855793	ERR2855796	ERR2855797	ERR2855798	ERR2855799	ERR2855801	ERR2855802	ERR2855803	ERR2855804	ERR2855805	ERR2855806	ERR2855807	ERR2855808	ERR2855809	ERR2855811	ERR2855812	ERR2855813	ERR2855816	ERR2855817	ERR2855818	ERR2855819	ERR2855821	ERR2855822	ERR2855823	ERR2855824	ERR2855825	ERR2855827	ERR2855829	ERR2855831	ERR2855832	ERR2855833	ERR2855834	ERR2855835	ERR2855836	ERR2855837	ERR2855838	ERR2855839	ERR2855840	ERR2855842	ERR2855843	ERR2855846	ERR2855847	ERR2855848	ERR2855849	ERR2855851	ERR2855853	ERR2855856	ERR2855857	ERR2855859	ERR2855860	ERR2855861	ERR2855862	ERR2855865	ERR2855866	ERR2855867	ERR2855868	ERR2855870	ERR2855871	ERR2855872	ERR2855874	ERR2855877	ERR2855878	ERR2855879	ERR2855881	ERR2855884	ERR2855885	ERR2855886	ERR2855887	ERR2855888	ERR2855889	ERR2855890	ERR2855891	ERR2855892	ERR2855893	ERR2855894	ERR2855896	ERR2855897	ERR2855901	ERR2855902	ERR2855903	ERR2855905	ERR2855906	ERR2855907	ERR2855908	ERR2855909	ERR2855910	ERR2855911	ERR2855912	ERR2855913	ERR2855914	ERR2855915	ERR2855916	ERR2855917	ERR2855919	ERR2855921	ERR2855923	ERR2855925	ERR2855927	ERR2855929	ERR2855931	ERR2855932	ERR2855933	ERR2855934	ERR2855935	ERR2855936	ERR2855938	ERR2855939	ERR2855940	ERR2855941	ERR2855942	ERR2855943	ERR2855944	ERR2855945	ERR2855946	ERR2855948	ERR2855949	ERR2855950	ERR2855951	ERR2855952	ERR2855953	ERR2855954	ERR2855955
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp900554605	0	293	1379	0	930	2023	586	0	156	545	0	197	0	0	1855	430	330	0	1513	1975	174	0	269	2255	0	203	441	0	786	0	375	3160	225	247	0	0	0	201	514	466	0	659	509	423	0	994	540	906	452	507	3056	918	0	693	497	4012	0	481	254	417	0	0	359	180	416	0	117	0	949	1348	1241	0	483	261	551	919	287	367	2423	705	2692	330	0	0	0	317	0	0	291	760	0	0	1095	688	0	1120	1209	1561	761	968	0	1305	500	797	876	0	152	197	0	421	1159	557	0	0	0	0	1714	786	752	0	2696	395	443	0	190	340	360	346	526
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp900556405	0	0	16	0	0	0	10	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	51	0	12	0	12	0	32	0	0	11	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	49	40	0	0	0	10	0	0	0	20	24	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	20	0	0	0	11	0	0	0	0	0	0	11	0	0	10	0	0	0	0	0	0	19	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp902373435	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	13	23	0	0	0	0	0	0	0	0	0	0	0	10	0	14	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	0	0	0	16	0	0	0	0	0	0	0	0	0	10	0	0	26	19	0	0	0	0	16	0	0	0	0	0	0	27	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	11	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp902373545	79	31	2044	105	123	366	469	32	158	65	449	65	379	82	295	758	0	27	329	149	19	24	283	163	101	55	61	16	344	0	124	2219	64	135	0	45	24	38	127	425	11	110	300	56	26	149	664	550	55	45	364	117	0	152	1067	1092	62	31	27	27	21	39	279	154	29	195	272	280	156	81	325	50	24	21	54	310	92	67	210	17	1996	132	623	314	0	110	57	294	13	187	30	10	136	564	13	185	315	136	209	84	0	823	629	58	386	30	494	29	25	504	608	240	0	125	0	0	636	1653	82	34	1325	37	297	101	36	179	132	148	218
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_turicensis	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	85	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense_A	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_timonense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	797	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	133	21	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	31	0	373	0	0	109	0	0	0	15	39	0	0	0	100	0	547	44	0	55	0	15	17	41	0	60	0	4163	59	103	0	67	0	0	37	28	94	13	0	55	10	13	0	0	127	0	56	0	377	20	0	28	0	0	92	642	43	19	12	22	0	0	24	0	0	0	17	0	0	50	12	0	12	0	0	28	0	36	110	107	24	36	16	0	0	142	0	0	23	0	0	0	30	11	31	0	0	0	15	0	193	0	11	31	191	0	165	13	0	12	0	0	0	17	0	10	0	0	18	10	21	0	0	0	0	34	0	0	17
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	50935	2097	423228	133	293	5850	117	139	13704	557	136006	640	2181	116227	1863	599	2589789	5344	1091	57347	31093	6002	481	9845	198	85702	330	254994	534	1406	37140	5610	2569	1548	174891	694	214	169	372	206508	2399	114248	448	154807	445	7848	138389	18049	23341	20618	739	147	1363	183	2891	3232	5643	4771	1954	142457	69748	496	151	186	260	125671	561	17326	1276	159941	2699508	39232	284345	113346	960	247822	520	508242	1739	305463	1289	89552	739	31327	24070	5057	120395	894	195728	123	79672	90285	81914	39899	2343	2387	227889	667	2448	6926	4703	102077	473141	457	159842	716	133677	11555	922	15218	427923	10107	149113	158	1277	218	119	481	444	289	394676	10749	32389	36244	95512	341401	115	3849	525
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	114	0	582	0	92	1849	10	0	24	76	339	16	48	307	134	113	2595	143	37	595	197	86	320	1369	0	461	0	638	73	151	272	298	0	106	193	36	108	0	0	393	17	70	25	659	637	20	289	24	89	209	0	0	25	11	674	608	137	15	130	298	53	27	47	17	62	368	174	161	0	785	8323	202	365	184	33	1313	0	870	160	618	871	363	27	49	133	618	329	122	1104	0	597	67	809	283	156	0	640	1802	151	16	0	300	122285	62	255	22	538	191	63	65	465	25	85	33	0	0	1143	0	36	55	2195	15	86	193	257	406	0	47	189
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0	0	10	0	0	17	0	0	0	0	0	10	13	15	0	0	62	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	38	15	0	0	34	0	0	71	0	0	0	0	0	17	0	0	22	0	0	0	0	0	764	0	0	0	0	0	0	0	0	0	0	24	0	0	0	15	0	0	0	0	0	0	0	0	0	15467	0	0	36	0	0	0	10440	0	0	0	0	0	0	0	17	126	0	0	0	0	0	83	0	0	13	0	0	0	25	0	0	0	0	0	0	0	0	12	0	0	56	22	0	0	0	0	0	0	16
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	750	142	186978	107	346	9322	461	0	235	340	1482	281	691	27221	494	223	141966	150724	521	359	11669	855	89477	651634	15	12819	166	9255	438	590	580	407425	10842	814	43353	306	83	300	395	86274	15068	45337	286	834	1059	38214	66823	339	578	99587	529	276	664	345	146278	21067	1805	524	569	20296	18783	12754	1108	301	189	999	103116	26688	123	146885	238187	40355	29816	62417	146	113394	136	3178	1636	87258	26558	50246	236	301	3948	2651	657	213	585	205	52804	16762	101180	45265	11901	655	35570	229109	2559	45020	575	248	896	89502	123619	206	315797	27755	674	4903	1487	20041	21491	368	12367	63	278	203	268	30	83004	16088	13412	359	119197	99141	218	3023	258
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	1992	81	35578	360	1039	10233	982	14	175	27846	3201	915	2427	828	7363	340	11262	23040	1673	2490	383	1765	3435	4515	17	3630	513	1442	7607	2229	610	13833	101	148	3020	1219	8745	615	206	7716	583	816	1080	505	10748	534	5904	154	728	4682	3991	3325	1483	245	190509	72277	2785	1038	680	1889	746	394	4798	390	49	1473	1575	697	66	1884	4223	1956	1345	1287	688	4642	17	2088	10824	4735	2058	3328	594	390	261	14457	1536	492	3020	190	673	896	3763	2127	2701	36	1591	26101	1354	567	71	427	45	2899	6176	118	24156	1449	998	624	11	196	415	2524	57	320	1288	24	921	487	3885	288	578	523	552	2086	19	1480	4594
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	543	61	6901	41	871	10910	277	0	88	82	1435	635	968	1273	1563	292	8436	504	149	4501	546	960	11047	11377	0	3325	44	1617	211	1969	4133	1104	77	450	861	59	354	76	27	1461	176	270	713	688	13822	270	2153	87	235	1237	115	134	769	1424	2436	39336	1107	69	775	888	525	659	317	364	888	1834	2323	8081	62	949	12044	589	1072	1024	1012	2369	10	6005	1548	8109	2205	723	1164	156	189	13737	974	983	1655	111	1008	900	1902	616	2194	34	6817	9704	909	67	14	733	3319	569	1122	168	2018	655	1495	175	452	212	211	152	48	184	1905	0	398	201	2814	103	223	566	929	8873	30	708	838
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	58	0	29	17	0	95	0	0	287	0	0	12	1962	13	22	0	48	40	0	0	16	0	105	0	46	17	74	897	0	68	0	0	0	13	0	0	0	0	0	5714	12	27	0	0	2288	0	0	349	72	376	0	39	30	0	139	0	0	0	199	35	18	0	0	0	0	0	0	6375	0	1102	43	92	106	0	13	0	11	1102	11	455	0	11401	0	18	0	2183	0	20	13	0	15	0	1143	112	27	10	16	548	0	0	0	0	209	31	5738	0	136	93	0	76	0	0	105	24	0	0	0	0	0	364	61	0	0	0	215	91	40	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	0	0	64	0	58	16	0	0	0	0	63	0	0	0	11	0	245	70	0	218	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	10	0	0	19	0	0	0	0	20	12	62	0	0	14	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	71	0	0	0	38	134	0	28	0	0	0	0	0	17	0	21	10	0	0	0	77	0	0	0	0	14	0	0	0	0	0	0	46	0	0	0	89	0	0	112	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_globosum	36361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1464204	62127	15559	0	0	46873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106636	0	45248	8541	0	84383	0	0	0	0	0	0	0	0	0	0	0	0	118061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98861	0	0	0	0	0	0	0	0	0	0	0	2848	0	0	0	0	0	0	0	0	0	0	0	65528	0	0	0	0	0	21046	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_infantis	32293	1521	444885	700	17320	134603	13311	306	2032	13530	45651	14227	46943	8245	140864	5606	113262	71215	36437	24628	4162	26906	38259	47686	427	58125	10258	25715	76045	30694	654	123699	1643	2051	38901	25261	119452	12249	4323	72449	10663	11048	19957	6154	190633	6066	84262	1930	9527	71995	61972	54473	19986	5229	98097	850235	47635	12720	10370	28481	11291	3118	86070	4987	153	13602	28078	4676	1468	22210	53140	19331	27181	24868	10026	74816	212	26342	135238	86025	24468	36692	9192	6665	3728	177324	24680	9421	40634	2908	7098	11284	51004	28826	43696	568	22250	393315	17275	7509	598	8176	753	36051	88693	1239	265577	22935	18120	10181	78	2333	5365	35498	121	6857	17598	257	21633	9079	62136	4485	3686	11699	5971	42798	292	21031	25724
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_italicum	226	16	3796	0	113	337	59	0	18	90	270	78	282	46	532	29	1231	563	315	82	14	145	283	212	0	171	97	124	163	173	0	605	15	15	168	200	692	63	12	736	83	37	110	46	1518	22	870	13	59	531	110	354	85	40	456	4898	219	122	72	189	75	34	599	35	0	44	74	31	12	185	455	82	222	195	28	517	0	159	619	788	166	160	46	50	25	805	186	57	176	21	47	71	229	105	208	0	178	3758	105	70	0	74	0	73	632	0	1481	104	141	48	0	0	38	146	0	41	114	0	197	29	422	32	37	90	10	103	0	130	154
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	15366	5716	297531	2262	84797	826130	14359	485	1965	910	81404	54162	71610	4778	68404	44362	114101	57510	1070	179751	26203	75473	311480	869127	631	146007	266	44306	1207	174556	314948	57693	2328	33510	6290	812	1157	222	241	14352	8105	13218	43653	5222	1100155	12835	10966	2861	4917	62717	2053	1644	27322	45547	90383	2580261	62131	556	57075	33988	26095	29127	686	24223	35656	120203	151892	302799	2210	30354	60776	32670	4661	3856	53450	4322	335	14012	73157	508412	102791	11504	61874	758	2904	803977	12865	66446	3140	5138	3981	19369	6475	11040	163087	1513	22914	671198	103312	1261	439	21965	30260	27327	27962	17885	29747	18544	75905	5163	7791	2585	9712	2458	1952	324	131053	417	33008	13901	45077	757	3036	29403	16614	393667	1141	33015	54434
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	0	0	1345	0	45	255	23	0	0	39	94	39	217	81	312	0	1097	221	73	175	80	87	565	367	0	269	38	165	0	78	25	323	0	0	204	92	267	0	13	242	37	112	52	164	2034	27	242	19	30	177	0	13	32	48	345	6948	210	42	21	144	14	47	178	32	0	397	285	483	14	49	490	48	324	124	31	801	0	71	350	208	218	125	31	21	49	166	35	28	126	0	90	154	121	88	48	0	77	950	24	16	0	482	0	21	442	0	812	60	153	140	395	12	40	76	0	23	45	0	52	15	208	12	0	36	205	1135	0	61	48
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium	2911	89	12028	19	181	13354	15	0	471	61	6456	25	351	6271	210	47	99380	320	67	6665	2013	327	1734	461	24	3527	36	8265	301	545	1939	294	131	73	20517	39	12	0	12	6257	94	7370	82	4738	36	253	6378	774	1733	1051	186	0	244	24	743	481	359	158	143	6575	3360	12	0	34	255	4469	1071	1100	84	6707	202168	1461	7433	4146	85	8680	28	16335	1427	17559	837	2865	76	1134	771	674	3073	20	9296	79	2733	4699	2835	1709	1263	157	7224	558	677	343	196	3584	13324	398	11466	28	9392	463	70	429	8630	659	9949	15	142	16	44	41	22	53	22989	278	1490	1348	3533	26161	0	213	125
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	136	13	4796	13	135	980	51	0	0	41	621	21	435	26	440	35	436	590	379	19	0	210	309	253	0	182	90	76	398	810	15	1385	0	26	261	51	147	15	16	437	74	74	64	20	4824	55	133	0	37	544	554	86	155	0	253	2136	564	108	100	314	94	0	100	16	0	110	140	0	25	119	1616	66	164	261	110	258	0	59	1584	114	46	67	16	65	0	821	243	81	308	18	0	52	265	166	325	0	149	1146	162	55	0	75	0	203	406	0	1830	37	105	19	0	26	0	244	0	16	45	0	96	71	498	31	24	13	35	49	0	161	56
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002742445	469	67	3898	25	902	14701	129	0	205	60	1131	478	377	611	665	631	21364	900	30	2161	302	781	6679	20278	0	2228	31	1098	29	1233	4393	1332	32	258	2149	75	17	0	0	934	127	401	1046	600	8334	174	1411	84	103	1254	54	48	188	365	1412	25458	734	41	491	967	827	314	58	462	418	1301	1745	3025	61	2201	22212	777	710	1143	606	764	0	4864	922	8066	1007	319	676	142	127	5053	673	710	3604	90	753	809	705	573	1613	13	2534	6826	1193	62	35	487	2100	367	760	83	986	268	543	54	1333	58	294	53	29	1948	1393	0	438	124	1968	46	208	426	743	2824	29	639	509
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002884815	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp900551485	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	53	0	15	0	0	10	0	0	0	0	0	0	18	0	10	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	11	0	27	0	0	0	22	0	0	0	0	0	41	0	0	0	0	0	0	0	0	35	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_thermophilum	0	0	0	0	0	0	0	0	58	0	0	0	0	22	0	0	11	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	41	0	0	0	0	154	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	12	0	0	0	0	0	0	0	0	106	0	59	0	25	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	35	0	0	131	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale	0	11	246	0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	20	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_G	0	0	439692	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	416751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141007	2594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401123	0	0	0	0	0	0	0	31889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175048	0	0	14368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	14	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	19	0	0	0	0	0	0	26	0	173	0	0	0	45	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	23	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	0	0	39	16	66	23	17	0	13	14	0	179	20	0	16	0	12	344	0	63	75	0	15	38	14	0	31	55	0	59	0	30	0	0	0	0	0	0	0	12	19	30	13	0	48	0	70	75	18	1183	0	30	16	0	76	0	67	0	11	0	0	0	0	0	64	0	46	79	81	35	10	0	80	0	0	0	0	0	152	233	37	81	28	0	17	132	0	0	12	0	0	10	136	0	0	0	0	0	29	0	0	0	0	0	104	0	20	0	0	160	74	0	92	0	0	0	0	13	0	0	0	14	0	0	72	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus	0	0	2017	0	0	0	0	0	0	0	0	0	0	0	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__MGYG000004886	1089	112	137	235	35	2643	287	183	158	140	82	731	51	96	71	122	1519	64	302	338	50	41	158	985	49	689	316	57	212	119	124	110	42	52	60	57	388	16	27	286	524	265	91	267	321	21	71	72	232	124	373	89	1036	83	29	2055	288	1355	116	962	197	429	24	985	458	177	40	85	21	494	282	0	281	144	364	159	58	33	1853	6329	92	444	310	19	104	418	466	148	15	102	443	11	93	81	263	117	106	308	892	285	56	149	150	596	107	420	189	108	21	265	68	31	207	85	17	0	0	149	90	44	109	250	30	18	676	296	96	35	428
