	ERR1018185	ERR1018186	ERR1018187	ERR1018188	ERR1018189	ERR1018190	ERR1018191	ERR1018192	ERR1018193	ERR1018194	ERR1018195	ERR1018196	ERR1018197	ERR1018198	ERR1018199	ERR1018200	ERR1018201	ERR1018202	ERR1018203	ERR1018204	ERR1018205	ERR1018206	ERR1018207	ERR1018208	ERR1018209	ERR1018210	ERR1018211	ERR1018212	ERR1018213	ERR1018214	ERR1018215	ERR1018216	ERR1018217	ERR1018218	ERR1018219	ERR1018220	ERR1018221	ERR1018222	ERR1018223	ERR1018224	ERR1018225	ERR1018226	ERR1018227	ERR1018228	ERR1018229	ERR1018230	ERR1018231	ERR1018232	ERR1018233	ERR1018234	ERR1018235	ERR1018236	ERR1018237	ERR1018238	ERR1018239	ERR1018240	ERR1018241	ERR1018242	ERR1018243	ERR1018244	ERR1018245	ERR1018246	ERR1018247	ERR1018248	ERR1018249	ERR1018250	ERR1018251	ERR1018252	ERR1018253	ERR1018254	ERR1018255	ERR1018256	ERR1018257	ERR1018258	ERR1018259	ERR1018260	ERR1018261	ERR1018262	ERR1018263	ERR1018264	ERR1018265	ERR1018266	ERR1018267	ERR1018268	ERR1018269	ERR1018270	ERR1018271	ERR1018272	ERR1018273	ERR1018274	ERR1018275	ERR1018276	ERR1018277	ERR1018278	ERR1018279	ERR1018280	ERR1018281	ERR1018282	ERR1018283	ERR1018284	ERR1018285	ERR1018286	ERR1018287	ERR1018288	ERR1018289	ERR1018290	ERR1018291	ERR1018292	ERR1018293	ERR1018294	ERR1018295	ERR1018296	ERR1018297	ERR1018298	ERR1018299	ERR1018300	ERR1018301	ERR1018302	ERR1018303	ERR1018304	ERR1018305	ERR1018306	ERR1018307	ERR1018308	ERR1018309	ERR1018310	ERR1018311	ERR1018312
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp000308055	504	559	8786	255	656	306	40688	0	0	1716	2256	3540	3912	1228	710	2223	383	0	660	289	5165	0	237	1049	1086	1919	0	1839	16119	898	2995	2450	2761	340	2378	0	1244	287	0	2974	862	1379	0	3300	2329	0	0	591	2323	1973	1458	0	1054	5258	1432	641	0	600	0	2136	0	709	697	1758	0	0	393	323	0	0	870	1830	259	1180	350	0	1500	1271	1260	3277	0	527	0	80	0	0	393	0	397	0	443	0	2199	459	777	2238	0	0	7858	807	0	1828	3967	443	724	230	100	178	12045	1701	453	0	269	1022	0	386	215	201	348	860	2572	956	3827	217	343	0	207	2209
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp000411415	54	0	314	22	16	0	412	12	0	20	0	14	0	110	14	49	0	0	72	0	26	19	0	11	23	0	18	13	612	0	88	75	17	0	42	0	208	0	0	39	0	0	0	28	68	0	43	0	35	95	11	0	0	79	10	0	0	11	0	100	0	0	0	19	0	0	0	12	34	0	0	21	25	0	0	0	0	17	400	29	0	0	0	0	0	0	0	0	0	0	0	0	17	0	41	33	10	169	1087	12	0	14	554	0	53	0	0	0	532	77	0	0	0	45	0	0	0	0	0	0	24	0	42	0	34	0	0	174
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp000758755	110	37	345	353	82	47	468	13	0	76	60	66	35	115	72	130	98	0	25	0	84	0	30	20	81	31	168	74	1627	11	73	86	292	0	433	31	432	83	67	864	18	140	0	102	377	77	0	23	296	161	79	12	66	586	31	81	0	104	64	164	0	21	106	26	0	14	167	62	35	51	337	46	114	0	0	0	32	76	79	71	0	44	22	107	10	0	54	97	34	0	10	0	143	0	59	99	60	408	223	113	0	41	19	28	56	0	60	10	187	42	40	0	17	223	0	0	35	23	37	25	64	289	276	0	656	0	118	619
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp001064145	63	10	309	93	10	0	5411	10	0	129	90	0	0	153	43	786	11	22	58	0	601	109	18	17	35	0	76	68	1234	0	106	267	241	0	114	12	112	20	49	88	143	87	0	262	162	14	41	14	248	236	25	16	29	549	582	11	26	69	177	104	13	182	0	34	0	15	24	86	564	135	55	80	29	40	12	0	28	89	0	169	0	54	10	0	0	15	12	0	19	0	10	0	16	0	104	588	33	115	357	28	11	27	442	0	26	12	24	0	1546	170	0	0	0	38	34	23	24	0	0	37	251	26	77	0	79	25	21	304
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp001838165	16	17	42	27	0	0	902	35	0	104	0	43	13	93	0	55	11	0	0	15	223	14	10	17	12	0	34	10	466	0	109	0	57	0	58	0	59	0	0	21	12	25	78	64	60	0	207	0	67	45	24	0	40	158	12	61	0	0	21	23	0	0	0	15	0	0	0	10	19	23	0	68	22	12	0	0	13	29	0	87	0	0	0	0	0	64	0	0	0	0	22	0	59	0	52	58	20	108	206	16	11	59	0	0	0	0	0	11	136	137	0	0	0	53	0	0	0	10	0	0	52	0	65	0	57	0	22	91
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp900541895	0	113	961	78	46	42	1758	1287	0	173	0	767	200	1053	68	139	86	0	133	581	1270	0	60	59	95	335	0	324	12008	86	450	205	178	119	938	0	379	39	175	442	192	192	128	0	1428	0	0	210	392	2184	193	429	123	574	353	127	0	191	285	174	0	0	87	79	0	0	70	162	0	0	89	401	168	234	0	0	0	222	0	905	0	0	0	0	0	0	92	0	45	0	157	0	1214	0	245	0	0	0	939	249	441	150	180	57	82	58	0	0	1712	0	0	0	0	142	0	0	44	0	309	199	239	58	470	0	0	0	113	2284
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp900554605	1429	0	913	2917	1047	0	6478	1111	149	180	332	777	0	8530	455	5009	149	404	0	0	314	1483	329	526	888	189	2113	1290	36667	0	1494	170	990	0	1226	590	1205	322	839	1302	122	979	158	812	3225	533	1529	380	3173	5798	167	0	175	6207	691	348	166	441	907	1420	143	210	185	338	0	502	233	771	0	1857	338	0	2108	228	0	0	652	609	0	459	171	320	0	300	505	611	131	342	0	0	194	0	632	0	2802	2205	1613	4331	398	390	0	0	0	384	450	231	413	0	2218	701	0	0	0	737	0	0	0	0	0	652	2141	356	2217	0	4202	0	1203	5733
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp900556405	89	0	281	0	0	0	470	12	0	0	0	0	0	54	0	31	0	0	0	0	0	0	0	0	21	0	0	0	463	0	35	35	0	0	16	0	210	0	0	0	0	0	0	13	19	0	32	0	13	33	0	0	0	29	0	0	0	0	0	73	0	0	0	0	0	0	0	0	34	0	0	12	0	0	0	0	0	0	33	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	74	229	0	0	0	64	0	63	0	0	0	734	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	39
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp902373435	0	0	38	26	14	0	123	25	0	17	0	18	0	71	0	77	0	0	0	0	18	0	0	0	10	0	23	0	371	0	36	0	13	0	27	0	19	0	0	31	0	18	0	25	17	0	10	0	29	59	0	0	11	116	0	0	0	12	12	15	0	0	0	15	0	0	0	0	18	34	0	11	15	15	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	59	0	44	19	0	0	0	0	0	0	0	0	0	96	44	0	0	0	0	0	0	0	0	0	0	51	0	43	0	12	0	0	61
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp902373545	45	0	436	460	1448	32	67	196	66	81	623	127	13	825	595	6046	93	141	73	0	1042	173	63	477	388	341	614	398	2216	0	953	63	689	13	207	152	870	207	211	311	0	130	0	596	1616	208	18	157	1553	1383	307	50	351	2691	205	15	28	335	439	250	0	141	58	17	0	20	0	956	15	373	12	64	66	35	21	119	23	173	0	162	21	56	45	0	86	42	57	169	0	0	85	0	198	0	2160	1319	154	758	276	39	14	240	579	10	15	157	107	0	186	39	0	15	113	91	19	36	0	29	61	42	190	94	1110	0	1217	17	260	5422
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_turicensis	0	0	0	0	21	0	0	0	0	0	0	0	0	237	31	0	0	0	0	0	0	12	0	0	0	0	0	39	28	0	0	73	0	0	0	0	0	0	30	0	42	16	0	0	0	0	0	0	15	0	12	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	610	0	20	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	184	40	0	0	77563	15	12	12	11	30	96	0	0	0	136	0	0	0	0	0	0	257	280	0	0	12	0	0	0	0	266	0	0	27	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__MGYG000000336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	12	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_massiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_timonense	0	0	0	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	17	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	21	0	0	15	0	0	0	0	0	0	0	12	0	0	0	0	15	37	0	0	28	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Winkia|s__Winkia_sp002849225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	108	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	194	0	1217	0	58	0	0	0	0	0	29	0	0	35	12	130	0	0	25	0	66	112	0	20	13	0	35	13	801	0	87	148	90	0	122	0	36	0	0	32	57	13	0	0	0	21	0	10	271	14	10	0	0	50	0	0	0	0	56	0	0	0	0	38	0	0	22	15	171	65	44	25	0	11	0	0	0	17	36	61	0	20	0	0	0	0	64	0	0	0	0	0	10	0	13	14	0	25	63	17	0	105	126	0	127	55	0	0	233	517	226	0	0	1053	12	0	50	0	0	0	0	0	39	0	0	0	0	196
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	6860	383	2017509	2373	492268	495	6450	17049	9783	643	391874	539	2084129	6998	30	33513	261	2684	854	281	336185	768	84	35	610	3993	828142	1973591	1246	12229	140705	379701	348831	228	191	1815	474	9034	86395	60	24745	134152	322	491059	155455	107766	91	24334	282	255	24111	38539	230	188446	676265	41	136	35442	226814	145579	7741	35319	59315	53196	41929	37083	139	135784	334061	981674	511	279448	1108	588533	4867	33264	3439	52978	892	1381	5166	61	83847	203	115089	12375	71	4637	85	85	22543	9976	111315	97	113	73	164	531	91167	183	1114	240551	405	218	11363	3147	186297	65	413	98	121	3598	20	762	21	36219	141	42	54	39640	13690	68651	179088	18	92	106450	1529	365788
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	0	30	2214	281	385	0	1087	1560	13	0	877	87	3115	56	14	4430	0	14	212	0	1205	1326	60	47	47	782	4695	1783	525	62	610	732	616	55	0	0	0	13	241	0	79	460	268	585	1374	397	0	122	83	13	89	325	0	542	4717	0	16	263	706	408	51	88	396	213	202	236	12	387	2408	6179	234	882	55	483	12	135	166	144	335	519	0	566	152	0	49	47	0	178	0	0	47	34	286	0	0	126	0	0	564	145	0	288	251	138	73	18	289	0	552	90	0	0	0	3595	33	73	0	0	0	107	854	358	776	0	0	111	0	304
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	10	87	1956	504	557	16	3631	8089	31	15	22186	49	612	109	11	1259	16	20	114	0	488	3100	881	28	433	3346	5557	7203	664	54	348	418146	191	50	103	300	268	91	455	0	7220	173	84	3320	2690	78786	0	76	520	21	125	28	143	1766	1125	0	26	144	254	138142	155	136	245	77727	13	863	50	607	3293	7298	1367	69259	195	247	656	0	495	9532	204	189	31	698	26283	21	436	17	0	91	64	43	10	1182	26677	11	0	225	0	20	615	746	0	533	524	103	43	89	237	0	2194	271	0	13	0	37	28	0	2248	0	208	374	140	51	256	0	33	112	0	788
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	33	140	12410	2038	3651	208	127	4486	24	16	3336	0	1072	2275	2264	22304	334	188	2291	0	9981	13583	32	2191	1526	696	3607	3043	2736	387	457	14674	8412	653	81	16	17	184	1250	0	210	1161	44	5944	6769	2188	67	86	4575	869	1034	302	1115	7951	5208	179	1183	1426	5523	507	719	3639	1770	1017	184	2297	71	2120	132035	6656	1685	3172	1089	2280	70	0	5705	1755	5433	8705	486	2786	543	0	0	517	0	359	197	0	220	481	1637	189	68	15551	0	420	12821	2664	0	1651	27595	90	470	208	3468	0	29669	5912	42	35	12	89	1670	835	91	0	0	3250	997	1711	5035	0	1596	912	159	9147
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	42	328	23519	1418	3853	19	23323	23123	91	63	7179	91	5903	326	114	6660	29	166	1102	25	17913	12309	891	131	4905	34630	6121	6111	3332	452	1633	7837	2441	436	43	39	35	98	1245	0	596	3136	826	2054	7599	2313	42	630	131	44	705	879	132	2907	4555	11	64	541	11952	244	515	933	475	707	849	2680	106	5247	10327	7416	1443	2311	785	2856	26	292	3960	2352	2226	2611	131	1937	485	0	116	240	0	495	0	55	160	221	4039	57	0	583	12	91	16063	1590	193	3434	1411	576	721	234	853	0	4571	288	15	15	15	4959	80	669	18	20	16	2189	1764	1783	1808	0	92	840	25	3729
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	26	15	2450	391	445	0	31	6372	67	3653	117	0	571	308	966	882	0	32	280	0	799	101	0	0	63	396	561	517	796	0	68	94	13412	0	761	0	2325	574	1232	308	11125	1269	27	230	3451	100	305	10	20	27	338	52	3345	161	113	0	0	128	97	6043	45	1764	241	13	40	93	6845	62	248	585	246	3499	14	1492	21	0	97	5327	631	775	117	11	80	0	106	50	232	0	0	0	0	0	113	0	112	547	30	16	389	9471	0	76	3444	7647	0	0	127	456	14307	453	393	12	0	25	0	647	62	2040	476	94430	146	196	106	0	185	1076	0	731
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	37	0	0	0	0	0	0	0	0	130	93	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	0	0	46	98	0	0	98	1385	0	0	262	61	0	0	0	31	0	0	0	0	43	43	24	0	0	0	13	17	24	0	0	31	20	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	20	0	0	0	0	23	0	0	0	0	15	0	0	16	0	0	0	43	0	0	114	16	0	16	0	501	0	0	28	0	11	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	35	0	0	0	48	82	0	13	11	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	15	0	14
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_globosum	105462	0	874366	0	0	0	0	0	0	0	0	0	893345	0	0	244634	0	4089	0	0	0	0	0	0	0	0	0	766830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_infantis	299	1809	190811	29329	28646	1466	333	2435	216	81	46269	141	8255	36012	20274	242105	2444	1678	33724	69	135874	192344	67	27556	21254	770	43653	37697	34051	5960	6400	145823	139444	4668	1385	156	145	1853	10687	0	2147	12057	357	56773	49397	30249	1070	622	60734	12938	11954	3075	18748	121464	71040	1749	14106	20219	84611	351	8626	52687	15454	8774	1803	33959	983	22803	307156	82949	15796	35134	13207	21375	403	19	87816	15793	60445	95772	4057	37954	6783	22	119	5802	0	4917	2601	26	2531	3939	11330	1846	697	141647	54	3794	105815	22528	112	15781	274021	155	4674	1633	36688	91	374907	69680	811	609	138	388	17515	7356	524	20	0	25788	18209	11986	50795	49	16552	11915	2408	163534
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_italicum	271	13	1355	259	306	0	0	0	0	0	437	0	84	163	175	1840	0	0	294	0	546	1544	0	104	193	12	418	355	129	52	60	967	605	48	0	12	0	19	95	0	16	33	0	237	163	156	16	0	512	114	54	24	73	1086	596	20	98	158	713	0	65	517	79	84	23	247	0	194	2323	786	140	150	101	160	0	0	907	99	452	372	0	187	93	0	0	34	0	60	28	0	27	24	47	12	0	567	0	24	732	191	0	115	1692	0	18	13	191	0	3378	419	14	0	0	0	101	46	11	0	0	73	149	69	240	0	136	94	27	844
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	405	19964	179333	125865	60550	445	1102715	1427225	644	808	303052	7239	49090	11252	1452	354594	628	4375	74656	1338	189311	638650	52630	1380	116277	1602995	25320	18692	251993	11870	70938	1875	2500	15552	3325	57	96	86	20681	17	969	87580	72982	17056	373514	43087	2784	30613	1310	216	16575	33666	155	146794	63153	41	64	736	226336	1303	30341	12038	658	1389	6800	128424	8595	103139	541993	33593	100361	13410	72087	30769	333	314	248316	95700	188789	159894	4425	46012	1371	51	616	3783	26	11617	107	2101	97	11869	64054	3511	37	172	129	2330	353397	98041	172	12385	3117	68294	41654	18396	16489	49	309544	376	233	41	693	275430	59	278	449	16	334	36306	94534	27997	27038	0	44	412	18	2942
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	17	0	1530	107	133	0	0	266	0	0	98	0	50	94	47	583	0	0	70	0	574	444	0	62	51	0	777	291	0	26	169	383	364	45	0	0	0	0	51	0	0	181	0	200	104	77	0	0	154	30	13	0	43	387	173	0	0	78	206	0	0	164	38	18	0	32	0	138	778	969	45	362	0	168	0	0	228	57	198	225	0	78	59	0	72	0	0	15	0	0	0	17	31	0	0	378	0	11	241	27	0	43	837	0	15	0	302	0	964	178	0	0	0	0	0	71	0	0	0	129	51	28	163	0	46	35	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium	478	331	114662	193	26738	16	6231	21695	388	23	21983	130	125283	453	31	6621	39	210	1393	31	16383	9719	813	18	89	25295	28247	149563	3890	633	7609	30740	15367	248	90	78	34	519	4573	0	1307	8585	1273	29589	8845	8419	0	2523	30	0	1424	2305	0	5624	27471	0	0	1060	20072	9919	792	1861	1496	3092	2965	2980	128	8552	13243	34240	109	18229	40	20843	256	979	3869	3020	396	2265	344	25	4437	0	4676	1009	0	164	0	10	1542	792	4048	10	0	385	15	34	4838	1496	107	17351	26	655	390	222	5702	0	172	0	0	231	0	348	0	1706	0	0	0	2427	518	4085	7342	0	13	5284	72	12314
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	0	20	2259	109	130	21	39	55	0	0	594	0	75	372	359	3806	32	0	395	0	1180	587	0	91	84	105	518	393	191	28	30	2037	948	21	13	0	0	0	88	0	17	169	0	544	602	134	0	0	576	149	109	20	156	829	2101	24	122	241	1071	0	90	868	57	44	44	232	51	270	3234	908	430	314	55	247	0	0	327	277	168	1204	43	357	73	0	0	72	0	48	26	0	18	50	48	34	12	1837	0	30	1277	51	0	321	2039	619	12	20	118	0	4018	771	0	0	0	91	101	94	0	0	0	181	249	91	222	0	150	167	0	472
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002742445	23	412	7252	3752	4210	13	14177	19209	483	15	9100	87	3991	299	40	4541	18	87	1716	35	498953	13435	1422	37	3401	29520	1236	3456	4328	200	2226	1064	626	306	70	0	0	17	1014	0	99	1347	1948	1079	4671	987	56	685	27	0	336	868	24	3565	2260	0	0	168	3451	139	371	308	95	278	337	2052	155	1929	18366	1530	1714	811	1365	1953	12	81	5038	1282	2823	3474	67	926	419	0	126	110	0	168	0	67	50	236	15447	59	0	0	0	44	4688	1488	0	1346	0	725	735	128	402	0	9595	239	13	0	10	4672	0	63	0	0	0	863	1317	595	784	0	0	149	0	2027
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002884815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
