	SRR6468500	SRR6468503	SRR6468508	SRR6468509	SRR6468512	SRR6468522	SRR6468523	SRR6468524	SRR6468528	SRR6468532	SRR6468538	SRR6468540	SRR6468543	SRR6468544	SRR6468545	SRR6468549	SRR6468550	SRR6468553	SRR6468562	SRR6468564	SRR6468567	SRR6468589	SRR6468597	SRR6468598	SRR6468600	SRR6468604	SRR6468605	SRR6468611	SRR6468613	SRR6468614	SRR6468617	SRR6468621	SRR6468622	SRR6468624	SRR6468626	SRR6468627	SRR6468628	SRR6468630	SRR6468631	SRR6468632	SRR6468633	SRR6468635	SRR6468636	SRR6468639	SRR6468643	SRR6468644	SRR6468647	SRR6468649	SRR6468654	SRR6468656	SRR6468657	SRR6468658	SRR6468660	SRR6468663	SRR6468664	SRR6468668	SRR6468673	SRR6468674	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468684	SRR6468686	SRR6468687	SRR6468688	SRR6468689	SRR6468690	SRR6468693	SRR6468697	SRR6468698	SRR6468699	SRR6468704	SRR6468706	SRR6468709	SRR6468715	SRR6468716	SRR6468718
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_massiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_timonense	0	0	0	0	0	0	0	0	0	19	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	34	0	0	0	0	0	0	0	0	5798	68	22	0	4690	236	0	0	0	0	0	0	0	0	48	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	54	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Winkia|s__Winkia_sp002849225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	62	41	17	0	0	0	46	16	106	155	0	0	1421	41	172	0	79	21	0	0	104	0	0	119	14	28	0	48	0	11	0	97	0	0	269	31	54	0	83	0	0	77	77	0	223	88	0	1438	28	435	10	104	0	63	0	1425	0	0	323	191	76	0	0	100	271	14	0	215	33	0	173	75	75	11	0	182	170	23
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	88	223972	119404	83	66	46	95128	196349	67908	327044	42478	128	223696	389312	459	1584	692822	211826	35	50	643	99	54	73585	1933660	49279	43	168	81	2708	49048	269	38	61	75	8256	59	76497	1194182	1016	77	210572	246329	614	439	209334	40311	93958	72	99849	79821	789454	28	111	56	724	214876	31	210800	327014	80940	344	34	355732	39	59	66	722	262	226	279	68	66	153	30	293213	161	825
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	127	1102	156	33	19	0	278	525	160	1273	605	116	3118	2880	0	16	2145	870	0	164	46	0	0	81	2980	297	0	19	60	242	35684	635	0	0	0	56	0	177	4599	591	0	218	908	0	453	1425	135	262	0	354	420	1734	0	0	0	781	613	0	996	1561	224	0	0	1237	0	0	0	11	29	21	88	47	48	24	13	2108	56	102
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	11	14	127	0	181	61	58	0	0	1527	67000	362	11	83	19	63	15	0	0	0	3413	505	0	0	0	0	50424	107	42	13547	90	42	0	0	0	0	46781	91	0	0	0	113	154	299	98	0	76866	0	2488193	46	0	0	0	300	66	130	157025	484	399	0	0	109	0	0	49	61442	544	164	156	239	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	296	1615	163175	105	322	57	121324	205	56553	177515	26575	1336	448	67910	41	299	217671	669	13	186	1044	0	13	383	7041	25105	39	256265	70677	1063	229	172	10	69	34	100	505	784	1054	3667	139897	479963	274	21	347	9626	454	12611	84	1401	166	534211	0	86	100	720537	169	18	323	131674	1923	112	23	56211	41	156	55	215	270111	560592	1009	57	327	298	11	318	215861	237226
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	8431	2453	1650	2257	1636	17	1744	1587	2218	40735	570	9092	6310	14696	23	42	3989	1016	11	105919	3243	0	27	3944	18	501	21	4971	301	3932	766	2675	18	12	1654	869	5613	3746	5711	9842	937	9553	839	286	19633	7490	46	1551	5294	14900	52	29275	189	101	27	86485	537	11	15530	6664	15647	35	15	4354	53	1597	30	494	12109	10533	1514	8772	5445	61	481	7100	9956	3014
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	395	12078	696	64	19	12	445	6591	3620	4584	11858	888	299413	6795	97	214	7214	558	0	118	33	27	0	413	7158	448	0	72	122	18456	2757	21130	0	0	0	238	39	47128	54251	22936	83	3419	29097	2540	1435	48281	364	944	0	399	387	9081	0	24	0	632	1551	0	3056	9079	1162	0	0	2558	0	14	0	24	228	669	5307	212	62	1572	0	5503	137	3113
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	1174	295	65	0	0	422	59	72	44	3975	379	27	237	268	53	265	3456	4727	0	175	12	1855	0	50	1057	47	88	0	0	118	27	16	22	0	0	0	0	52	2631	49	1435	252	71	209483	8604	171	15	99	26	82	22	2461	28	1477	72	104466	78	10	97	268	181	11	0	214	51	0	0	11	26	18	1256	17	11	0	114	131	58	193025
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallicum	0	0	0	0	0	0	0	0	0	15	0	0	0	23	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	30	39	15	5299	19	0	0	34	0	87	0	34	58	115	0	0	25	297748	0	0	10	0	0	24	0	0	0	16	0	19	0	14	0	0	0	0	11	952	18	34	0	24	0	0	105	99	0	0	0	50	0	253	0	0	0	386	0	0	142	50	56	0	7029	16	0	13	0	0	46	123	0	0	25	0	0	9612	17496	185498
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_globosum	0	0	0	0	0	0	0	0	0	187408	0	0	311601	40705	0	0	278045	189991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182249	0	0	0	0	0	136663	36184	100650
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_infantis	96054	38788	24982	22199	29470	78	12495	17637	26479	163244	7053	130041	72927	174263	248	743	37619	13660	45	5286	49733	17	27	58388	2154	4240	60	68943	122	37653	10932	34534	28	24	22124	9505	62919	41604	77315	96839	256	90874	8870	3068	262411	100392	639	11648	355	186890	629	248167	35	377	78	669019	8403	46	161007	67230	215034	103	38	53631	290	14556	54	4854	169668	146945	18907	36082	41075	51	7560	97297	70887	36343
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_italicum	181	362	121	107	141	0	48	72	178	497	22	737	566	1007	0	0	284	291	0	0	453	0	0	244	87	20	0	337	0	204	21	149	0	0	110	44	186	170	322	741	0	847	89	52	1441	501	13	75	0	732	0	1146	0	0	0	5452	77	10	785	281	915	0	0	283	0	78	0	37	700	727	83	86	185	10	28	768	45	415
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	226	132375	669	301	148	19	530	86218	405	3299	670	918	7349	3540	13	93	3117	513	0	673	516	0	0	143	10692	565	12	189	24	128391	351	17230	34	0	68	7418	114	24907	8723	327718	75	1016	3244	36	618	4495	61	187	36	850	466	286658	10	25	16	1660	1068	0	794	170601	769	80	19	14880	15	56	12	139	1576	3227	45890	3270	104	36011	26	1102	406	1357
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	30	591	227	637	81	0	54	303	192	948	56	258	432	615	0	0	590	47868	0	0	239	0	0	295	291	86	0	153	0	417	71	88	0	0	60	82	36	512	283	43	0	459	37	11	88	538	15	0	0	534	65	3114	0	0	0	1605	358	0	463	397	507	0	518	149	0	26	0	17	398	420	0	1716	112	0	0	1249	2008	15282
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium	17	19972	6628	0	14	0	5904	9764	3500	24902	1843	31	17177	22190	22	77	32468	11659	0	0	35	10	0	3677	87302	2504	0	559	0	5141	2225	180	0	0	0	730	11	7153	54133	4256	0	18273	22859	18	82	17199	2368	5721	0	4653	4010	51004	0	0	0	114	11032	0	8727	20432	5515	11	0	19132	0	35	0	47	179	22	220	101	130	253	0	20839	124	54
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	479	1025	364	223	515	16	145	303	214	3762	44	2641	1032	2419	0	11	461	244	0	941	487	0	0	775	20	21	10	1102	13	2178	87	459	0	0	448	135	867	469	1043	1354	0	1416	73	44	3426	881	16	198	61	686	22	3820	0	33	18	9161	176	0	1839	309	3254	0	0	633	20	240	15	96	2259	801	76	923	254	0	94	1162	741	544
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002742445	0	7586	592	10	0	0	1063	2215	968	4541	1116	394	12585	4427	0	15	8080	338	0	22	0	0	0	884	2158	63	0	33	213	147182	735	2104	0	0	0	299	38	3727	4717	6292	241	501	1513	15	37	4130	562	1345	11	123	510	10695	0	0	0	715	1200	0	457	8708	982	0	0	4787	0	15	0	0	601	94	1159	109	54	777	0	2893	460	62
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002884815	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp900551485	80	270	31	0	18	17	111	0	50	53	0	176	62	61	29	20	19	73	0	45	15	0	26	20	0	13	11	18	0	23	12	17	0	0	67	13	10	81	26	221	14	64	66	0	75	71	13	221	0	60	14	50	21	0	0	111	15	0	34	39	52	0	0	70	0	0	35	0	38	114	0	24	0	31	0	27	0	19
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_thermophilum	14	46	0	0	0	0	17	0	55	137	0	21	54	351	0	0	59	38	0	0	0	0	0	0	26	0	0	0	0	0	133	0	0	0	0	0	0	91	35	0	0	12	49	0	48	13	29	122	0	10	50	25	0	0	0	25	105	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	11	20
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_E	0	0	0	0	0	12	0	13	0	13	0	0	32	0	10	0	0	0	0	0	0	0	47	10	0	18	0	36	0	81	24	0	0	0	0	0	0	0	18	13	0	22	0	0	186	0	10	0	0	11	0	0	0	0	0	0	11	18	12	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_G	0	171470	0	0	0	0	0	0	0	0	0	0	0	170939	0	0	0	0	0	0	0	0	2269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	160963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	63	218	17	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	11	0	0	60	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3009
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	89	214	0	0	0	20	0	19	24	50	0	0	18	31	220	65	173	13	0	35	118	0	0	0	28	0	0	0	0	35	0	0	0	73	12	61	0	167	305	0	18	102	0	0	0	336	10	10	577	0	43	1029	0	14	0	413	0	26	0	0	210	112	0	23	0	0	0	142	0	75	0	0	0	0	37	40	92	228
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_senegalense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__MGYG000003791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__MGYG000003792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	45	13	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__MGYG000004886	23	33	51	82	0	39	157	48	98	41	32	155	40	19	75	14	87	33	63	0	18	93	68	12	0	73	175	264	0	42	23	22	79	20	76	50	234	486	32	61	136	52	85	229	87	79	94	85	125	58	0	50	52	79	0	215	16	22	171	21	65	91	10	36	268	222	33	409	333	61	107	309	22	144	57	100	31	320
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria	0	18	0	0	0	0	0	17	0	26	0	24	20	29	13	20	42	0	0	0	43	0	0	10	19	0	0	21	0	18	0	10	24	0	13	0	11	207	91	23	10	33	0	16	67	35	21	10	59	40	0	83	0	129	0	172	0	12	11	17	40	0	0	10	0	0	0	205	38	56	17	0	20	18	11	19	12	48
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa	47	67	0	0	0	0	0	18	16	0	0	20	92	21	90	38	149	25	0	16	77	0	0	0	54	0	26	0	0	59	0	0	0	12	45	0	0	526	161	49	17	107	19	230	41	113	51	0	82	0	0	506	0	206	0	155	0	0	0	0	0	10	25	0	18	16	0	81	109	31	0	0	0	16	15	31	10	577
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	135	41	0	0	0	0	0	230	63	0	0	36	30	0	11	23	87	20	0	0	43	0	0	0	31	0	20	14	0	16	32	0	0	42	17	13	12	1317	62	32	92	72	0	71	25	364	68	16	60	0	0	36	0	451	0	308	0	0	0	24	38	0	22	0	49	0	0	72	0	51	0	0	29	0	123	0	35	546
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa_A	13	37	0	0	0	128	0	0	80	22	0	0	156	0	15	0	485	160	0	0	18	0	0	0	33	13	0	0	0	0	64	0	0	0	46	193	10	46	0	0	0	0	133	1842	0	33	107	0	0	0	0	332	0	27	0	23	0	0	0	0	0	0	0	44	0	19	0	213	12	0	17	23	0	0	0	0	35	1955
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa_B	41	22	0	0	0	0	0	53	23	0	0	0	14	0	0	0	35	11	0	0	0	0	0	0	19	0	0	0	0	44	11	0	0	0	0	0	0	283	20	0	17	20	0	15	12	116	20	0	10	0	0	0	0	105	0	74	0	0	0	0	0	0	0	0	17	0	0	20	0	15	0	0	0	0	29	0	17	162
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_sp001808955	97	61	0	0	0	0	0	59	35	0	0	22	21	0	0	0	31	0	0	0	0	0	0	0	27	0	0	0	0	0	19	0	0	28	0	0	0	316	19	0	23	25	0	24	10	309	47	0	33	0	0	27	0	211	0	180	0	0	0	0	16	0	10	0	45	0	0	27	0	26	0	0	0	0	30	0	0	115
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_sp902373285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	36	0	0	0	0	0	105	0	0	11	0	0	0	0	19	0	14	0	11	0	0	0	284	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	141
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_afermentans	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	14	0	0	0	80	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum_C	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum_E	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_glucuronolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_kefirresidentii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_kroppenstedtii_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_phoceense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
