	ERR9578157	ERR9578158	ERR9578159	ERR9578160	ERR9578164	ERR9578165	ERR9578166	ERR9578167	ERR9578168	ERR9578169	ERR9578170	ERR9578174	ERR9578175	ERR9578176	ERR9578177	ERR9578187	ERR9578188	ERR9578191	ERR9578192	ERR9578194	ERR9578195	ERR9578196	ERR9578197	ERR9578198	ERR9578200	ERR9578201	ERR9578203	ERR9578204	ERR9578205	ERR9578206	ERR9578207	ERR9578209	ERR9578211	ERR9578212	ERR9578213	ERR9578218	ERR9578219	ERR9578220	ERR9578221	ERR9578224	ERR9578225	ERR9578226	ERR9578227	ERR9578228	ERR9578231	ERR9578232	ERR9578234	ERR9578235	ERR9578236	ERR9578238	ERR9578242	ERR9578243	ERR9578244	ERR9578248	ERR9578250	ERR9578251	ERR9578253	ERR9578254	ERR9578257	ERR9578267	ERR9578268	ERR9578270	ERR9578285	ERR9578295	ERR9578301	ERR9578302	ERR9578303	ERR9578305
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	119	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_globosum	0	0	0	0	0	0	0	0	12168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_infantis	70064	9631	584	13	1113	4616	9256	36571	17	40	0	35301	38708	10	20003	6522	67884	2462	0	220	14	3622	149060	2316	3723	10639	60	107	40467	187	55591	21680	17	41099	6307	772	64	319	32515	1104	4505	7530	32408	6691	10795	195136	447	20801	10870	348699	9024	13130	38155	93551	7808	774	3194	37171	9612	14425	3288	767	0	1412	13962	13	2485	2685
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_italicum	149	38	0	11	47	57	28	321	10	13	0	246	180	0	152	0	181	11	11	12	0	34	1130	11	18	117	0	0	59	0	322	89	0	360	46	0	0	0	290	0	17	54	132	13	41	872	0	88	103	1435	77	53	285	802	25	0	33	183	97	78	17	0	0	11	82	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	150	8631	0	43	45	7691	559	1787	0	288	0	99	234	51	186	1330	224681	12	0	0	0	216	2702	4473	88	269	0	30	808	70	313	1206	0	85	228	706	0	26133	110	29	26	61968	79	16	95	234	518	43	59	592	1303	3543	320	1162	141	0	437	410	11	84	4632	34	0	26	101	93	0	17
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	807	265	0	0	0	12	111	193	0	23	0	179	93	0	54	35	842	35	0	0	0	92	344	21	11	20	0	22	33	0	51	60	0	94	21	0	0	0	64	0	12	14	98	72	0	2688	0	59	85	4448	21	140	150	204	54	0	20	94	45	34	15	0	0	0	38	0	10	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium	0	5492	0	183	334	12	5522	10639	0	927	0	2390	5648	14	2017	11569	6086	0	0	0	0	3696	4547	1563	303	1144	0	1144	1662	903	2564	6531	0	1383	4084	4931	0	89	1108	20	277	987	321	727	105	0	94	0	1110	0	11	9979	0	1249	543	0	1430	2286	332	1028	61	46	0	304	1241	2184	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	625	60	0	0	0	31	74	273	0	0	0	375	205	0	262	105	1645	19	0	0	0	10	1516	0	22	36	14	0	398	10	601	305	0	56	15	0	0	0	445	0	43	17	226	67	33	1832	0	332	113	2903	24	231	221	756	70	0	41	333	86	150	26	0	0	12	59	0	36	33
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002742445	0	1368	0	0	41	166	2008	3809	0	89	0	76	915	0	153	2268	3399	0	0	0	0	531	2826	448	0	466	0	330	610	96	602	1931	0	281	376	1097	0	636	68	0	74	1401	0	28	13	71	100	0	309	187	22	2176	0	549	193	0	103	504	194	193	151	14	0	0	465	495	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002884815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp900551485	65	0	0	0	0	0	14	0	0	0	0	31	0	27	18	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	0	0	14	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	17	0	0	54	0	0	0	0	0	0	29	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_thermophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	11	88	0	0	10	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	15	10	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	0	0	29	17	0	0	0	168	23	0	0	69	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	161	0	0	0	10	0	0	0	25	0	64	0	261	0	0	14	43	0	10	0	0	928	0	0	0	0	0	0	0	11	0	0	0	0	13	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	27	0	42	19	0	0	72	324	11	0	86	107	0	0	0	32	83	10	0	13	102	18	0	103	0	0	0	0	0	46	0	0	926	29	0	0	0	0	51	10	155	12	12	0	24	0	0	0	82	0	34	59	20	14	0	0	35	0	0	0	46	15	18	0	0	12	61	13
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__MGYG000003791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__MGYG000003792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__MGYG000004886	208	46	26	23	16	199	10	90	512	0	36	12	45	43	116	61	684	19	29	50	311	170	12	24	75	35	333	91	60	11	62	35	155	13	0	60	101	139	112	96	47	238	13	564	61	0	734	56	191	0	169	25	11192	22	89	181	143	35	24	81	30	201	270	13	308	0	0	243
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria	15	0	10	10	0	21	0	0	81	0	13	0	0	0	25	0	18	0	42	41	0	0	15	14	0	0	0	0	0	0	24	0	0	18	0	0	306	0	21	0	13	14	10	0	0	0	0	0	157	27	37	0	0	0	12	0	12	0	11	0	0	0	0	0	16	0	0	31
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa	40	0	11	24	0	11	0	0	106	0	0	33	0	43	15	23	33	0	17	20	0	29	0	200	0	0	0	25	0	0	0	0	43	14	35	12	2517	12	18	25	18	0	17	0	0	0	15	11	431	13	72	19	13	0	20	15	0	0	11	0	11	11	19	43	52	0	22	34
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0	0	0	0	13	20	0	0	47	34	41	0	154	16	17	0	0	0	79	34	0	24	21	98	0	43	0	29	0	12	55	11	0	13	15	14	134	24	0	35	0	52	0	17	0	12	0	0	386	0	164	0	13	0	59	17	0	10	36	25	0	37	0	15	18	0	0	292
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa_A	72	0	216	0	122	0	20	145	111	0	0	0	0	0	0	82	0	0	0	0	17	0	0	59	44	0	35	0	27	33	0	0	101	0	15	70	650	103	353	128	75	0	0	0	0	0	26	0	14	0	665	0	27	33	118	0	38	0	0	15	108	33	0	0	0	23	43	15
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa_B	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	20	12	0	0	0	24	0	0	0	0	0	0	15	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	29	0	22	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	0	15
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_sp001808955	0	0	0	0	0	0	0	0	14	11	12	0	23	0	10	0	0	0	20	28	0	12	20	106	0	0	0	0	0	0	11	0	0	0	0	10	121	0	0	0	0	0	0	0	0	0	0	0	34	0	26	0	0	0	15	0	0	0	0	49	0	33	0	15	0	0	0	21
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_sp902373285	0	0	11	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	14	0	0	0	0	0	0	0	0	0	14	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_ammoniagenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum_C	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	135	0	213	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_kefirresidentii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_propinquum	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__MGYG000000759	223	16	0	0	0	15	23	108	0	0	0	111	106	0	55	0	219	15	0	0	0	0	544	0	0	39	0	0	122	0	155	77	0	122	24	0	0	0	57	0	10	13	81	18	44	423	0	66	38	940	17	23	116	231	18	0	0	118	22	21	10	0	0	0	30	0	10	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__MGYG000003806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Lawsonella|s__Lawsonella_clevelandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Lawsonella|s__MGYG000003716	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	79	0	24	139	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_tuberculosis	16	0	0	0	0	0	0	22	0	0	0	0	11	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	19	0	0	0	0	0	0	28	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	0	0	0	597	0	12	0	0	16	0	0	0	0	24	0	0	0	20	0	0	11	0	0	10	0	10	0	0	12	0	0	0	0	0	0	0	13	52	0	18	0	0	0	10	0	0	44	0	0	16	44	0	0	11	0	0	0	13	0	18	0	0	0	11	50	59	14	14
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_granulosum	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__MGYG000004127|s__MGYG000004127	411	66	0	0	0	62	67	294	0	0	0	253	142	0	166	0	414	14	0	0	0	20	1021	17	31	57	0	0	256	0	379	154	0	283	45	0	0	0	245	0	12	52	262	48	67	1631	0	136	83	2664	70	90	217	644	45	10	23	211	71	109	27	0	0	0	99	0	19	10
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii	0	0	149	0	15	0	0	461	0	0	15	104	0	99	19	0	0	529	679	46	0	0	0	23	0	0	748	0	0	374	0	2602	14	0	484	11	0	0	0	2039	132	0	345	17	0	124	0	2506	94	138	0	61	0	0	1556	11	10	44	229	335	0	126	0	0	0	0	267	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_minutum	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Fannyhessea|s__Fannyhessea_vaginae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula	0	0	0	0	0	0	0	0	24	0	0	25	0	0	0	72	0	0	0	0	0	0	0	42	0	0	0	0	0	16	0	0	44	0	0	0	23	0	0	0	14	0	0	0	0	0	0	0	40	0	13	0	0	61	0	0	0	0	0	0	0	0	0	0	0	14	0	25
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_rimae	18	0	0	68	0	0	0	63	59	0	0	62	0	10	0	17	35	0	0	0	13	0	0	12	0	12	0	0	0	24	0	47	85	23	0	0	17	0	0	10	64	23	0	31	46	0	0	13	109	0	10	0	0	0	10	0	0	32	14	31	15	10	0	0	18	0	13	149
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_sp000564995	0	10	14	0	18	0	15	0	13	0	10	12	0	0	0	23	0	0	42	18	0	0	0	76	11	11	33	23	0	55	0	14	0	16	0	0	104	22	0	87	73	23	0	0	12	24	53	0	60	102	401	0	0	0	125	33	42	0	0	20	17	20	0	0	0	0	0	65
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_sp900555335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__MGYG000002842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__MGYG000003356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	11	48	0	0	0	10	0	0	0	0	0	12	0	0	0	0	0	0	11
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olegusella|s__Olegusella_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_B|s__MGYG000004808	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_B|s__Olsenella_B_sp000752675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_B|s__Olsenella_B_sp900548775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_B|s__Olsenella_B_sp900768455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_B|s__Olsenella_B_sp900770865	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_E|s__MGYG000004577	0	0	0	0	30	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	164	0	18	0	0	0	0	0	0	0	0	0	29	0	0	0	0	30	0	469	0	0	15	15	15	0	0	0	0	0	0	0	0	0	0	0	10	0	35	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_E|s__Olsenella_E_provencensis	0	0	101	0	0	0	463	1170	0	4086	0	56454	0	238	0	0	0	0	102	0	0	0	875	591	0	0	0	48	0	0	0	0	0	0	0	0	331	0	0	0	10242	0	0	89	251	129	1061	1711	84	909	0	3222	0	384	0	0	6141	0	0	0	0	0	0	0	0	0	291	185
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_E|s__Olsenella_E_sp002159735	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
