	ERR1912946	ERR1912949	ERR1912953	ERR1912957	ERR1912958	ERR1912961	ERR1912964	ERR1912967	ERR1912971	ERR1912972	ERR1912976	ERR1912979	ERR1912983	ERR1912986	ERR1912989	ERR1912990	ERR1912991	ERR1912994	ERR1912997	ERR1912998	ERR1913002	ERR1913006	ERR1913007	ERR1913010	ERR1913014	ERR1913017	ERR1913021	ERR1913025	ERR1913029	ERR1913032	ERR1913036	ERR1913037	ERR1913040	ERR1913044	ERR1913047	ERR1913050	ERR1913054	ERR1913057	ERR1913060	ERR1913063	ERR1913064	ERR1913069	ERR1913073	ERR1913076	ERR1913080	ERR1913084	ERR1913088	ERR1913092	ERR1913096	ERR1913100	ERR1913104	ERR1913108	ERR1913111	ERR1913115	ERR1913116	ERR1913119	ERR1913122	ERR1913126	ERR1913127
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_sp900551485"	0	0	0	12	0	0	0	0	0	0	0	0	0	0	32	17	31	0	0	0	0	0	25	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	47	0	0	0	10	25	18	19	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_thermophilum"	0	0	0	0	0	0	0	15	0	0	0	0	0	0	70	0	38	0	0	0	0	0	77	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	243	0	0	0	0	0	0	0	0	0	0	0	59	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_vaginale_E"	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia_denticolens"	0	0	0	0	0	0	0	0	0	10	0	0	0	0	53	11	0	0	0	0	0	44	30	0	0	12	0	4365	24	0	22	21	0	0	0	0	23	25	0	0	19	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	23	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia_wiggsiae"	0	0	0	0	0	0	30	0	0	79	0	0	0	0	19	47	13	0	0	0	20	89	50	0	12	0	113	0	12	0	263	36	0	0	0	145	55	13	22	0	50	29	165	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__MGYG000003792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__MGYG000004886"	107	31	20	65	0	47	27	32	225	295	0	49	78	50	365	34	0	215	120	0	26	31	33	0	0	27	12	24	12	0	129	24	0	69	0	21	86	19	15	112	23	16	11	39	0	40	80	29	15	38	0	132	24	182	23	37	70	35	40
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_aeria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	27	40	16	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	25	11	14	0	0	0	0	0	0	0	0	0	24	11
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_dentocariosa"	46	0	13	10	0	0	0	0	0	0	0	0	0	34	27	41	0	0	0	0	52	127	28	0	0	0	0	108	0	0	43	0	0	13	0	48	0	0	0	0	0	0	20	19	0	28	10	24	0	11	0	88	0	0	0	0	0	37	35
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_mucilaginosa"	29	0	0	40	0	0	0	0	0	0	0	0	35	67	16	23	0	0	17	0	98	31	27	0	10	0	16	0	33	12	17	0	0	99	0	0	0	14	0	0	0	0	24	267	0	69	0	42	0	70	0	20	13	0	21	0	0	118	69
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_mucilaginosa_A"	961	14	0	10	0	0	46	0	0	21	0	0	0	0	0	190	0	0	0	0	0	208	0	16	0	0	0	74	25	12	347	164	0	124	0	91	0	0	0	29	0	0	12	0	0	0	51	0	14	79	0	463	0	0	0	0	0	64	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_mucilaginosa_B"	12	0	0	22	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	83	0	19	0	0	0	20	0	11	0	0	0	0	0	18	11
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_sp001808955"	15	0	0	77	0	0	0	0	0	0	0	0	15	19	0	0	0	0	0	0	34	21	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	18	0	0	0	77	0	11	0	11	0	40	0	0	0	0	0	0	0	17	15
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_sp902373285"	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	13	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium_amycolatum"	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium_aurimucosum_C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium_propinquum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium_simulans"	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium_striatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__MGYG000000759"	0	0	15	28	0	59	0	0	0	0	0	0	0	0	19	12	0	17	29	0	0	0	57	0	0	0	0	11	0	0	11	17	0	0	16	0	221	47	0	85	52	0	38	17	15	26	0	0	0	0	0	0	0	0	0	18	48	0	28
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella_clevelandensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__MGYG000003716"	0	0	0	22	11	0	0	10	0	0	0	0	0	22	0	10	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	12	0	0	0	0	16	0	0	0	0	0	0	23	47	24	0	0	13	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium_acnes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__MGYG000004127;s__MGYG000004127"	0	0	31	97	20	98	41	16	0	17	10	0	0	0	35	41	0	90	46	0	0	0	186	15	0	0	0	40	0	0	23	49	11	12	57	13	395	83	0	222	77	0	78	62	64	123	17	0	11	0	0	0	45	0	15	27	71	0	67
"k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_freudenreichii"	99	0	0	87	14	61	0	0	525	0	0	0	12	0	18	1677	17	0	0	0	116	2963	183	0	33	0	0	0	17	0	0	0	11	0	0	0	667	29	0	17	0	75	543	0	320	120	108	21	199	0	0	26	0	1431	20	0	214	2311	57
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea_vaginae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella_parvula"	117	0	0	0	0	0	11	68	30	11	0	19	15	13	63	47	20	0	0	0	0	263	43	0	0	0	36	1386	0	0	193	0	0	0	0	29	0	0	0	15	0	0	11	0	17	204	0	0	0	0	0	12	11	0	0	0	0	88	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella_rimae"	86	81	0	0	0	16	0	42	37	16	0	52	17	21	52	206	30	0	32	0	16	165	100	0	10	13	39	109	0	0	37	0	0	10	0	13	0	0	0	85	23	0	46	16	0	71	10	29	0	0	0	28	0	0	0	11	81	42	40
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella_sp000564995"	31	0	10	0	46	35	45	12	130	0	23	172	20	43	40	131	122	0	47	0	22	2433	43	0	15	0	19	29	24	0	0	0	0	157	27	0	13	11	60	52	17	0	21	28	0	0	0	0	20	22	12	17	12	63	74	0	23	410	10
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella_sp900555335"	0	0	0	0	0	0	0	0	15	0	0	17	0	0	0	10	0	0	12	0	0	279	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	39	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella_sp902373375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__MGYG000002842"	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	408	0	0	0	0	8139	0	0	0	0	0	704	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1782	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__MGYG000003356"	103	0	0	0	0	0	0	0	16	0	0	18	0	0	0	14	12	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__Olegusella_massiliensis"	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	18	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__MGYG000004808"	0	0	0	12	0	0	0	14	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__Olsenella_B_sp000752675"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__Olsenella_B_sp900548775"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__Olsenella_B_sp900768455"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__Olsenella_B_sp900770865"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	11	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__MGYG000004577"	0	0	0	107	0	0	32	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	28	15	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E_provencensis"	0	0	0	723	0	0	1433	511	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	78	793	0	0	159	0	0	0	40	8027	6658	0	339	0	247	1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E_sp002159735"	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E_sp002160255"	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1653	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E_sp003150175"	0	0	10	0	0	0	158	11	0	0	0	0	0	0	34	0	0	66694	0	0	0	0	0	0	0	0	0	0	6014	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	17296	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E_sp003609875"	517	0	0	4382	0	0	20	4039	0	0	0	0	132	0	0	364	1437	9547	0	10	7085	0	3587	0	21	0	655	0	2152	0	463	0	95	0	0	0	0	3552	0	0	0	0	0	251	0	0	489	342	0	0	0	41	0	19	0	2458	0	1592	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E_sp900540955"	0	0	0	79	0	0	0	54	0	0	0	0	0	0	0	0	12	1030	0	0	80	0	57	0	0	0	11	0	236	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	3122	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E_timonensis"	0	0	0	0	25	0	2380	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	77	13	0	0	0	0	0	0	11	722	0	16	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__MGYG000004737"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_sp003862195"	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_sp900538935"	0	0	0	0	0	0	0	3753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_sp900555995"	20	0	0	10	0	0	0	42	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella_catena"	0	0	0	3446	0	0	239	2784	0	0	0	0	0	0	0	6888	0	44144	0	0	2106	0	0	0	0	0	475	0	3683	0	607	0	0	282	22910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	0	0	0	0	4897	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella_massiliensis"	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	132	0	276	0	0	0	0	0	0	0	0	0	0	52	0	14	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	38	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella_sp900543875"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	110	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	10	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella_sp900544655"	19	0	0	259	32	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	49	0	0	0	0	0	0	0	21	0	0	0	0	0	16	0	0	18	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella_sp900552935"	232	0	0	2426	0	0	0	0	0	0	0	0	0	0	0	16	11	822	0	0	667	0	0	0	0	0	0	0	177	0	0	12	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella_uli_B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA7741;s__UBA7741_sp900314575"	0	0	0	0	12	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA7748;s__UBA7748_sp900314535"	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UMGS1418;s__MGYG000002094"	169	0	198	1262	0	0	0	131	0	0	0	0	0	0	0	0	0	1858	0	0	189	0	0	0	0	0	0	0	467	0	188	0	0	0	15	0	0	0	0	0	12	0	0	0	0	0	0	234	0	0	0	119	0	205	0	0	0	477	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UMGS1418;s__UMGS1418_sp900551595"	215	0	0	12	0	87	0	1603	0	1057	158	0	138	30	3954	18	15	17	123	287	0	0	0	678	428	60	24	360	172	65	51	0	0	0	0	732	747	464	19	663	540	0	11	0	17	0	39	49	0	42	23	71	15	0	18	85	0	186	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens"	0	233	108	0	0	0	0	0	0	59	0	0	0	0	55	0	0	10	0	38	64	0	0	0	0	0	62	0	19	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	255	0	0	0	0	246	0	35	0	0	0	0	567	0	51
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens_A"	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens_E"	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens_F"	9998	6310	1064	344585	348	2018	7575	770	0	326	2331	3731	2378	5463	10238	2619	3935	10418	5179	1409	3951	0	9482	754	0	2967	570	11138	2076	1115	1825	12423	0	0	2973	2972	167	0	12425	11308	10619	287	1969	0	2677	10285	1690	1455	468	5058	124	1501	2722	1803	402	0	0	5655	3041
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens_G"	2029	0	0	0	0	0	0	0	0	0	0	0	0	0	2103	0	0	0	21457	0	0	0	0	0	0	0	0	0	0	0	0	5425	0	0	1434	0	0	0	0	1782	2319	57	0	6307	0	0	0	0	0	1337	0	0	0	0	0	0	3425	3487	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens_H"	491	0	664	1076	0	0	0	69	0	0	0	496	0	969	322	9546	893	0	0	0	1032	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	556	0	995	0	0	651	0	0	0	6465	769	237	0	0	0	0	0	474	448	0	0	0	497	0
"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens_J"	0	0	0	1448	12	18	40	0	0	0	0	162	53	16	86	0	0	133	0	0	10	0	0	46	0	182	0	23	0	0	13	16	10	0	161	0	0	103	0	62	13	0	0	12	15	18	18	0	0	353	0	104	78	0	33	0	469	0	0
