Feature	DRR127488	DRR127524	DRR127535	DRR127537	DRR127546	DRR127552	DRR127588	DRR127619	DRR127628	DRR127672	DRR127707	DRR127713	DRR127721	DRR127724	DRR127728	DRR127731	DRR127736	DRR127748	DRR127751	DRR127752	DRR127755	DRR127756	DRR127762	DRR127776	DRR127777	DRR162775	DRR171467	DRR171469	DRR171474	DRR171477	DRR171487	DRR171506	DRR171517	DRR171523	DRR171527	DRR171568	DRR171580	DRR171645	DRR171654	DRR171724	DRR171725	DRR171726	DRR171727	DRR171733	DRR171737	DRR171741	DRR171745	DRR171747	DRR171755	DRR171762	DRR171763	DRR171765	DRR171770	DRR171771	DRR171773	DRR171777	DRR171779	DRR171782	DRR171783	DRR171786	DRR171791	DRR171796	DRR171798	DRR171801	DRR171802	DRR171807	DRR171810	DRR171812	DRR171813	DRR171816	DRR171817	DRR171821	DRR171829	DRR171833	DRR171834	DRR171838	DRR171840	DRR171843	DRR171845	DRR171855	DRR171856	DRR171890	DRR171917	DRR171919	DRR171921	DRR171923	DRR171925	DRR171928	DRR171930	DRR171931	DRR171933	DRR171934	DRR171935	DRR171936	DRR171938	DRR171939	DRR171941	DRR171942	DRR171943	DRR171948	DRR171950	DRR171951	DRR171952	DRR171953	DRR171954	DRR171957	DRR171959	DRR171964	DRR171965	DRR173016	DRR173017	DRR171460	DRR171465	DRR171489	DRR171493	DRR171504	DRR171511	DRR171522	DRR171534	DRR171537	DRR171540	DRR171541	DRR171544	DRR171548	DRR171549	DRR171550	DRR171551	DRR171556	DRR171557	DRR171558	DRR171561	DRR171574	DRR171597	DRR171618	DRR171622	DRR171627	DRR171658	DRR171664	DRR171668	DRR171670	DRR171675	DRR171677	DRR171681	DRR171682	DRR171690	DRR171692	DRR171695	DRR171696	DRR171701	DRR171705	DRR171706	DRR171708	DRR171709	DRR171728	DRR171730	DRR171731	DRR171734	DRR171735	DRR171738	DRR171739	DRR171740	DRR171744	DRR171749	DRR171753	DRR171759	DRR171760	DRR171766	DRR171768	DRR171769	DRR171780	DRR171781	DRR171785	DRR171789	DRR171790	DRR171792	DRR171795	DRR171797	DRR171799	DRR171806	DRR171814	DRR171815	DRR171818	DRR171820	DRR171824	DRR171831	DRR171832	DRR171839	DRR171841	DRR171846	DRR171847	DRR171848	DRR171851	DRR171860	DRR171861	DRR171867	DRR171869	DRR171873	DRR171874	DRR171875	DRR171878	DRR171880	DRR171881	DRR171884	DRR171887	DRR171892	DRR171893	DRR171896	DRR171898	DRR171901	DRR171904	DRR171906	DRR171907	DRR171911	DRR171916	DRR171945	DRR171947	DRR171949	DRR171958	DRR171960	DRR171961	DRR171963	DRR171966
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002576	0	0	0	395	0	0	28	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	1430	0	0	0	0	134	0	0	27	0	1138	22	13	819	0	0	22	0	361	0	0	11	0	0	0	19	0	0	0	318	0	254	14	0	848	1105	0	100	0	0	0	0	263	85	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1258	50	916	0	56	272	0	41	0	115	77	0	0	87	0	30	11	241	0	0	473	857	812	0	606	23	0	926	0	309	0	0	0	0	11	0	0	0	65	15	0	0	0	238	0	0	13	0	68	0	0	0	0	0	0	1542	0	16	61	0	0	0	0	16	0	0	0	1051	0	0	425	0	0	0	462	0	102	228	0	198	0	15	1095	801	18	274	0	0	0	0	0	0	0	0	0	0	16	21	0	13	260	0	0	0	10	0	0	0	0	0	0	0	91	42	0	64	0	21	0	245	502	0	0	24	234	0	14	0	0	0	0	0	641	0	0	15	847	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002692	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724	0	0	1981	0	0	0	0	0	0	918	0	0	684	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002732	0	0	0	168	0	10	0	0	0	0	0	0	0	0	14	11	35	34	207	0	30	0	0	549	43	0	42	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	29	0	10	0	0	14	0	0	0	0	0	0	0	0	24	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	17	14	0	0	0	0	0	21	26	0	0	0	0	22	0	34	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	22	63	29	0	0	0	0	0	39	0	0	0	0	0	24	0	50	0	0	0	0	0	12	0	0	0	32	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002740	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	52	0	0	0	0	16	0	0	0	0	11	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	10	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	29	0	0	15	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	12	15
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	145	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	31	0	0	21	26	0	0	0	0	26	0	0	0	0	101	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002745	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	21	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	25	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002754	0	0	21	0	25	63	21	0	43	0	0	0	0	0	21	0	0	0	0	21	115	70	0	0	0	0	0	128	46	0	0	0	0	64	0	0	19	0	0	11	0	27	42	54	0	0	0	0	11	0	0	0	0	0	0	219	0	13	0	0	33	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	145	0	69	33	149	0	29	0	41	59	183	0	0	15	0	0	0	0	0	0	61	0	29	0	0	51	0	0	0	42	0	0	21	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0	0	20	46	13	0	0	37	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	24	0	0	0	0	0	0	0	782	32	11	0	0	86	272	0	10	0	0	358	0	0	0	68	0	0	0	100	58	17	0	0	0	70	0	0	96	0	0	0	15	0	0	120	0	47	21	16	0	0	0	32	0	12	0	0	18	0	0	0	0	0	0	0	11
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002759	0	0	49	868	0	249	19	31	0	0	11	0	0	0	77	68	0	86	383	0	104	0	0	3098	143	0	17	0	0	0	0	0	0	43	0	0	0	0	60	10	11	0	15	15	0	0	0	0	0	0	0	0	0	0	30	25	0	0	15	0	54	46	0	0	0	0	17	27	0	328	0	0	0	0	21	21	0	0	0	0	0	0	0	20	171	0	0	0	0	51	0	32	18	102	0	0	0	54	0	23	1378	22	23	0	14	11	36	671	77	14	0	0	0	0	4401	0	0	0	0	0	0	0	15	0	0	19	93	222	79	0	0	0	0	0	0	0	133	1246	768	0	15	21	0	0	1088	0	0	0	0	17	0	0	1267	0	0	19	0	0	0	0	0	0	149	0	0	35	13	0	0	0	0	0	0	0	0	0	0	0	0	11	40	0	0	0	0	26	0	140	0	0	0	0	32	0	0	0	52	17	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	258	19	10	27	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002766	20	0	80	836	51	108	70	84	46	0	18	0	0	0	93	371	172	217	1476	0	185	13	0	3225	213	10	173	23	0	56	19	0	10	20	45	14	22	0	33	138	40	0	28	41	57	0	0	0	18	10	44	0	0	0	77	84	187	36	42	0	162	38	0	50	0	0	74	101	13	231	64	0	200	0	31	0	22	0	13	0	0	96	0	44	69	55	191	0	13	13	48	15	77	113	19	21	20	29	0	118	268	21	49	143	47	61	36	327	17	82	0	33	0	56	2091	55	0	0	0	37	0	0	14	260	85	34	0	97	165	0	0	0	0	0	0	0	126	370	311	0	25	12	0	0	370	35	20	0	13	15	528	10	467	43	0	57	0	35	19	0	0	0	217	24	13	107	72	31	0	0	0	106	235	10	0	0	57	0	41	0	28	0	0	37	0	55	49	73	23	0	0	0	14	37	53	0	109	0	0	42	0	0	13	14	18	0	73	55	0	0	94	11	30	0	79	0	0	26	30	36	14	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002808	19	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	61	0	0	12	0	42	0	23	0	10	25	0	0	0	0	10	0	0	0	65	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	25	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	18	75	0	0	0	10	41	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	20	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	52	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	25	0	0	0	0	17	0	0	0	11	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000002921	286	396	6352	4183	1888	166	2295	72	9019	105	1344	224	0	341	99	1723	506	375	1786	0	4723	15044	1696	262	5603	0	237	4831	0	8004	146	0	0	3738	2514	0	5979	1264	253	1118	2440	173	3803	3784	318	257	2800	577	413	1047	3453	803	1949	0	513	17487	972	1185	681	495	3181	4443	0	1246	0	0	269	1048	9838	443	2738	1660	151	0	2667	2312	678	94	0	294	0	111	1098	1884	7192	2070	2511	1169	896	1409	2785	2111	138	0	983	604	1041	1700	2822	18751	1839	6778	5628	2033	4508	4831	2327	540	0	364	0	8269	1258	721	8029	0	28622	0	0	627	4994	0	0	229	348	2318	0	537	246	220	0	497	963	2826	62	1579	1052	735	960	375	770	3786	6276	0	281	2147	0	1668	9131	1110	3788	0	4863	5284	7276	2219	57	0	0	1643	1322	4035	4543	709	938	0	20708	2830	0	10740	0	689	2454	0	0	0	0	0	904	0	0	0	1853	164	0	282	0	5240	0	0	1049	0	82	1814	1395	0	829	0	0	2916	1469	0	35	1301	1748	0	1476	0	1408	503	378	408	1060	0	695	6135	0	7692	1708	769	4286	325
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000003045	0	0	22	412	0	21	48	23	17	0	0	0	0	0	22	103	57	65	516	0	68	0	0	1235	84	0	64	0	0	21	0	0	0	11	16	0	12	0	0	44	12	0	0	0	23	0	0	0	0	0	0	0	0	0	14	38	0	12	17	12	40	0	0	11	0	0	15	12	0	83	0	0	40	0	10	0	0	0	0	0	0	34	19	11	32	12	71	0	0	0	0	0	22	24	0	0	0	11	0	44	101	10	17	0	0	0	13	111	0	23	0	0	0	14	1069	11	0	0	0	14	0	0	0	0	20	0	0	22	45	0	0	0	0	0	0	0	43	190	102	0	0	0	0	0	159	0	0	0	0	0	145	0	135	19	0	48	0	13	13	0	0	0	64	0	0	23	40	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	10	11	0	0	34	0	0	14	0	0	0	0	10	0	0	35	0	0	17	0	0	0	17	0	0	10	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000003050	0	0	41	604	0	31	39	14	28	0	0	0	0	0	31	3020	27	106	804	11	104	0	0	942	96	0	68	0	0	27	0	0	0	22	27	0	10	0	10	58	16	0	0	0	57	0	0	0	0	0	22	0	0	43	36	35	0	14	11	0	75	0	0	32	0	0	18	38	0	80	0	0	54	0	22	0	13	0	0	0	201	58	0	0	38	0	130	0	0	0	12	0	15	38	0	16	0	25	0	54	1352	14	13	0	29	19	21	84	0	29	0	0	0	23	2208	23	0	0	0	18	0	0	10	0	16	15	0	75	42	0	0	0	0	0	0	0	123	260	108	0	0	0	0	0	279	0	0	0	0	0	160	2434	352	34	0	29	0	37	27	0	0	0	58	22	0	28	49	0	0	0	0	0	0	0	14	0	36	0	0	0	11	0	0	0	0	16	0	57	0	0	0	0	0	26	0	0	60	0	0	29	0	0	0	0	27	0	0	46	0	0	57	0	12	0	24	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000003053	0	0	0	17198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564
